Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,AFIKOMAN BAG,AFIKOMAN BAG,AFIKOMAN BAG,AFIKOMAN BAG,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076438768,5060076438768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER SQUEAKY FROGS,PASSOVER SQUEAKY FROGS,PASSOVER SQUEAKY FROGS,PASSOVER SQUEAKY FROGS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076433824,5060076433824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INTERACTIVE 10 MAKOS,INTERACTIVE 10 MAKOS,INTERACTIVE 10 MAKOS,INTERACTIVE 10 MAKOS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076437044,5060076437044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,reusable sticker art,reusable sticker art,reusable sticker art,reusable sticker art,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076438928,5060076438928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STICK-1011,Mitzvah Stickers,Mitzvah Stickers,Mitzvah Stickers,Mitzvah Stickers,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281410,5060982281410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,THE 14 STEPS OF THE PASSOVER SEDER MAGIC PAINT BOOK,THE 14 STEPS OF THE PASSOVER SEDER MAGIC PAINT BOOK,THE 14 STEPS OF THE PASSOVER SEDER MAGIC PAINT BOOK,THE 14 STEPS OF THE PASSOVER SEDER MAGIC PAINT BOOK,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076433800,5060076433800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STRETCHY FROGS,STRETCHY FROGS,STRETCHY FROGS,STRETCHY FROGS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076437020,5060076437020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STICK-1001,Alef Bet Stickers,Alef Bet Stickers,Alef Bet Stickers,Alef Bet Stickers,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281403,5060982281403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-700,Alef Bet Paint Sheets,Alef Bet Paint Sheets,Alef Bet Paint Sheets,Alef Bet Paint Sheets,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281496,5060982281496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER GLASSES,PASSOVER GLASSES,PASSOVER GLASSES,PASSOVER GLASSES,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076431905,5060076431905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER CUP STRAW,PASSOVER CUP STRAW,PASSOVER CUP STRAW,PASSOVER CUP STRAW,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076436085,5060076436085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER MAGNET ART,PASSOVER MAGNET ART,PASSOVER MAGNET ART,PASSOVER MAGNET ART,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076436498,5060076436498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER MOSIAC FOAM,PASSOVER MOSIAC FOAM,PASSOVER MOSIAC FOAM,PASSOVER MOSIAC FOAM,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076434388,5060076434388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FINGER PUPPETS PASSOVER,FINGER PUPPETS PASSOVER,FINGER PUPPETS PASSOVER,FINGER PUPPETS PASSOVER,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076435996,5060076435996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLASTIC APPLE POT RED,PLASTIC APPLE POT RED,PLASTIC APPLE POT RED,PLASTIC APPLE POT RED,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076436481,5060076436481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ballons,ballons,ballons,ballons,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076439208,5060076439208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUKKAH MOBIL SUN CATCHER,SUKKAH MOBIL SUN CATCHER,SUKKAH MOBIL SUN CATCHER,SUKKAH MOBIL SUN CATCHER,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281281,5060982281281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plush sefer torah,plush sefer torah,plush sefer torah,plush sefer torah,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076434791,5060076434791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTB-1001,Menorah Table Top Balloon,Menorah Table Top Balloon,Menorah Table Top Balloon,Menorah Table Top Balloon,Others,CHANUKAH,Judaica Crafts,Cazenove,Cazenove,5060076439260,5060076439260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CG-2001,Dreidel Glasses,Dreidel Glasses,Dreidel Glasses,Dreidel Glasses,Others,CHANUKAH,Judaica Crafts,Cazenove,Cazenove,5060982280420,5060982280420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER FLIPPING FROGS,PASSOVER FLIPPING FROGS,PASSOVER FLIPPING FROGS,PASSOVER FLIPPING FROGS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076431578,5060076431578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plush lulav set,plush lulav set,plush lulav set,plush lulav set,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076438522,5060076438522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PSM-1001,Pin The Shamash On The Menorah,Pin The Shamash On The Menorah,Pin The Shamash On The Menorah,Pin The Shamash On The Menorah,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280376,5060982280376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUKKOT DIAMONT ART,SUKKOT DIAMONT ART,SUKKOT DIAMONT ART,SUKKOT DIAMONT ART,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281274,5060982281274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,str521,ROSH HASHANAH STRAWS,ROSH HASHANAH STRAWS,ROSH HASHANAH STRAWS,ROSH HASHANAH STRAWS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076439635,5060076439635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLYING DIKS,FLYING DIKS,FLYING DIKS,FLYING DIKS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076438355,5060076438355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wood Gregor,Wood Gregor,Wood Gregor,Wood Gregor,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076438645,5060076438645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SD-1010,SHABBAT SHRINKIES,SHABBAT SHRINKIES,SHABBAT SHRINKIES,SHABBAT SHRINKIES,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982282158,5060982282158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PASSOVER SEDER PLATES INNERS,PASSOVER SEDER PLATES INNERS,PASSOVER SEDER PLATES INNERS,PASSOVER SEDER PLATES INNERS,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060076437013,5060076437013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SA-8000,SHABBAT STICKER ART,SHABBAT STICKER ART,SHABBAT STICKER ART,SHABBAT STICKER ART,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281618,5060982281618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rosh Hasanah water magic,Rosh Hasanah water magic,Rosh Hasanah water magic,Rosh Hasanah water magic,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982282462,5060982282462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Inflatable Lulav etrog,Inflatable Lulav etrog,Inflatable Lulav etrog,Inflatable Lulav etrog,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982282356,5060982282356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Creat you own Sukkah,Creat you own Sukkah,Creat you own Sukkah,Creat you own Sukkah,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982281304,5060982281304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ABBB-1001,Alef Bet Beach Ball,Alef Bet Beach Ball,Alef Bet Beach Ball,Alef Bet Beach Ball,Others,Arts & Crafts,Judaica Crafts,Cazenove,Cazenove,5060982282431,5060982282431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CM-2003,Create your Own Wood Menorah,Create your Own Wood Menorah,Create your Own Wood Menorah,Create your Own Wood Menorah,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282530,5060982282530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LSD-5001,LED Musical Snow Globe Dreidel,LED Musical Snow Globe Dreidel,LED Musical Snow Globe Dreidel,LED Musical Snow Globe Dreidel,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282639,5060982282639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SD-5001,Sytrofoam Dreidels,Sytrofoam Dreidels,Sytrofoam Dreidels,Sytrofoam Dreidels,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076437488,5060076437488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FELT BUNTING,FELT BUNTING,FELT BUNTING,FELT BUNTING,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076430700,5060076430700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CS-1501,CHANUKAH CROSS STITCH,CHANUKAH CROSS STITCH,CHANUKAH CROSS STITCH,CHANUKAH CROSS STITCH,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076434920,5060076434920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH BOUNCY BALLS`,CHANUKAH BOUNCY BALLS`,CHANUKAH BOUNCY BALLS`,CHANUKAH BOUNCY BALLS`,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076437334,5060076437334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH MAZE GAME,CHANUKAH MAZE GAME,CHANUKAH MAZE GAME,CHANUKAH MAZE GAME,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076436665,5060076436665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH PLAY PACK,CHANUKAH PLAY PACK,CHANUKAH PLAY PACK,CHANUKAH PLAY PACK,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076435026,5060076435026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIS-1001,Chanukah Ink Stamps,Chanukah Ink Stamps,Chanukah Ink Stamps,Chanukah Ink Stamps,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076437396,5060076437396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CWG-1010,Chanukah Window Gel,Chanukah Window Gel,Chanukah Window Gel,Chanukah Window Gel,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438188,5060076438188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CSD-1001,CHANUKAH SWIRL DECORATIONS,CHANUKAH SWIRL DECORATIONS,CHANUKAH SWIRL DECORATIONS,CHANUKAH SWIRL DECORATIONS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076437327,5060076437327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH TEMPORARY TATTOOS,CHANUKAH TEMPORARY TATTOOS,CHANUKAH TEMPORARY TATTOOS,CHANUKAH TEMPORARY TATTOOS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076436573,5060076436573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CLB-1001,Chanukah Light Up Balloons,Chanukah Light Up Balloons,Chanukah Light Up Balloons,Chanukah Light Up Balloons,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438423,5060076438423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFC-1730,CHANUKAH MOSAIC FOAM CRAFT,CHANUKAH MOSAIC FOAM CRAFT,CHANUKAH MOSAIC FOAM CRAFT,CHANUKAH MOSAIC FOAM CRAFT,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076434401,5060076434401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CWG-1011,Chanukah Window Gel,Chanukah Window Gel,Chanukah Window Gel,Chanukah Window Gel,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438195,5060076438195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH PINBALL,CHANUKAH PINBALL,CHANUKAH PINBALL,CHANUKAH PINBALL,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076435774,5060076435774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CYY-1001,Chanukah LED Yo-Yo,Chanukah LED Yo-Yo,Chanukah LED Yo-Yo,Chanukah LED Yo-Yo,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438317,5060076438317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CSA-1001,CHANUKAH SAND ART,CHANUKAH SAND ART,CHANUKAH SAND ART,CHANUKAH SAND ART,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438508,5060076438508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SB-1010,CHANUKAH SLAP BANDS 3 PK,CHANUKAH SLAP BANDS 3 PK,CHANUKAH SLAP BANDS 3 PK,CHANUKAH SLAP BANDS 3 PK,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439130,5060076439130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CS-5603,CHANUKAH PUFFY STIKERS,CHANUKAH PUFFY STIKERS,CHANUKAH PUFFY STIKERS,CHANUKAH PUFFY STIKERS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439703,5060076439703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MCP-1001,Chanukah Mini Craft Punches,Chanukah Mini Craft Punches,Chanukah Mini Craft Punches,Chanukah Mini Craft Punches,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280048,5060982280048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-2622,CHANUKAH TREAT BAGS,CHANUKAH TREAT BAGS,CHANUKAH TREAT BAGS,CHANUKAH TREAT BAGS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280208,5060982280208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-2623,Chanukah Treat Bags,Chanukah Treat Bags,Chanukah Treat Bags,Chanukah Treat Bags,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280215,5060982280215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STR-505,CHANUKAH STRAWS,CHANUKAH STRAWS,CHANUKAH STRAWS,CHANUKAH STRAWS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280222,5060982280222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHANUKAH SCRATCH ART SET,CHANUKAH SCRATCH ART SET,CHANUKAH SCRATCH ART SET,CHANUKAH SCRATCH ART SET,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280246,5060982280246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MFC-1731,Chanukah Mosaic Art Set,Chanukah Mosaic Art Set,Chanukah Mosaic Art Set,Chanukah Mosaic Art Set,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280253,5060982280253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CWM-1001,CHANUKAH WATER MAGIC,CHANUKAH WATER MAGIC,CHANUKAH WATER MAGIC,CHANUKAH WATER MAGIC,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280307,5060982280307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHB-1003,CHANUKAH HEAD BOPPERS,CHANUKAH HEAD BOPPERS,CHANUKAH HEAD BOPPERS,CHANUKAH HEAD BOPPERS,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280413,5060982280413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,chanukah earring,chanukah earring,chanukah earring,chanukah earring,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280437,5060982280437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,chanukah earrings,chanukah earrings,chanukah earrings,chanukah earrings,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982280444,5060982280444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TC-5800,Colour Your Own Chanukah Tablecloth,Colour Your Own Chanukah Tablecloth,Colour Your Own Chanukah Tablecloth,Colour Your Own Chanukah Tablecloth,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281458,5060982281458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPK-1009,Chanukah Canvas Painting Kit,Chanukah Canvas Painting Kit,Chanukah Canvas Painting Kit,Chanukah Canvas Painting Kit,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281465,5060982281465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pen-605,light up chanukah pen,light up chanukah pen,light up chanukah pen,light up chanukah pen,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281489,5060982281489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CBC-1003,Chanukah Brachos Card,Chanukah Brachos Card,Chanukah Brachos Card,Chanukah Brachos Card,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281564,5060982281564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TK-1001,Chanukah Threading Kit,Chanukah Threading Kit,Chanukah Threading Kit,Chanukah Threading Kit,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281397,5060982281397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-501,Chanukah Magic Paint Sheets,Chanukah Magic Paint Sheets,Chanukah Magic Paint Sheets,Chanukah Magic Paint Sheets,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439987,5060076439987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPE-1001,Chanukah Pencils and Erasers,Chanukah Pencils and Erasers,Chanukah Pencils and Erasers,Chanukah Pencils and Erasers,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076435057,5060076435057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HC-1001,Chanukah Paper Cups,Chanukah Paper Cups,Chanukah Paper Cups,Chanukah Paper Cups,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281311,5060982281311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,chanukah activity set,chanukah activity set,chanukah activity set,chanukah activity set,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439826,5060076439826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-5000,Chanukah Dreidel Magic Sand,Chanukah Dreidel Magic Sand,Chanukah Dreidel Magic Sand,Chanukah Dreidel Magic Sand,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281342,5060982281342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CSG-3001,Create Your Own Chanukah Snow Globe,Create Your Own Chanukah Snow Globe,Create Your Own Chanukah Snow Globe,Create Your Own Chanukah Snow Globe,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281472,5060982281472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CDB-1001,Chanukah Dreidel Filled With Beads,Chanukah Dreidel Filled With Beads,Chanukah Dreidel Filled With Beads,Chanukah Dreidel Filled With Beads,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982281434,5060982281434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFA-1001,Chanukah Foil Art,Chanukah Foil Art,Chanukah Foil Art,Chanukah Foil Art,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076438515,5060076438515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SA-7000,Chanukah Sticker Art,Chanukah Sticker Art,Chanukah Sticker Art,Chanukah Sticker Art,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282455,5060982282455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CWG-5001,Chanukah Water Game,Chanukah Water Game,Chanukah Water Game,Chanukah Water Game,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282585,5060982282585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB–3663,Luxury 3D Chanukah Paper Bag,Luxury 3D Chanukah Paper Bag,Luxury 3D Chanukah Paper Bag,Luxury 3D Chanukah Paper Bag,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282448,5060982282448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB–3664,Chanukah UPVC Gift Bag,Chanukah UPVC Gift Bag,Chanukah UPVC Gift Bag,Chanukah UPVC Gift Bag,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282479,5060982282479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB–3665,Clear Chanukah Gift Bag,Clear Chanukah Gift Bag,Clear Chanukah Gift Bag,Clear Chanukah Gift Bag,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282486,5060982282486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CMBPG-1001,Chanukah Mini Ball Puzzle Game,Chanukah Mini Ball Puzzle Game,Chanukah Mini Ball Puzzle Game,Chanukah Mini Ball Puzzle Game,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060982282592,5060982282592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CBB-1001,Chanukah Bouncy Balls,Chanukah Bouncy Balls,Chanukah Bouncy Balls,Chanukah Bouncy Balls,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,50660076437334,50660076437334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WP-1013,Chanukah Gift Wrap - Silver Dreidels,Chanukah Gift Wrap - Silver Dreidels,Chanukah Gift Wrap - Silver Dreidels,Chanukah Gift Wrap - Silver Dreidels,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439178,5060076439178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WP-1014,Chanukah Gift Wrap - Characters,Chanukah Gift Wrap - Characters,Chanukah Gift Wrap - Characters,Chanukah Gift Wrap - Characters,Others,Chanukah,Chanukah Crafts,Cazenove,Cazenove,5060076439185,5060076439185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPB-1002,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076437648,5060076437648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-6010,PURIM TAGS,PURIM TAGS,PURIM TAGS,PURIM TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076435231,5060076435231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-7002,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439475,5060076439475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439543,5060076439543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439710,5060076439710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB-2303,HAPPY PURIM BAG,HAPPY PURIM BAG,HAPPY PURIM BAG,HAPPY PURIM BAG,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280475,5060982280475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
