Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Department,Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,2 pocket folder,2 pocket folder,2 pocket folder,2 pocket folder,School Supplies,,,Mead,Mead,43100344254,43100344254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34427,2 POCKET PRONG FOLDER,2 POCKET PRONG FOLDER,2 POCKET PRONG FOLDER,2 POCKET PRONG FOLDER,School Supplies,,Binders,Mead,Mead,43100344278,43100344278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34433,2 POCKET & PRONG FOLDER,2 POCKET & PRONG FOLDER,2 POCKET & PRONG FOLDER,2 POCKET & PRONG FOLDER,School Supplies,,,Mead,Mead,43100344339,43100344339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34439,PRONG FOLDER,PRONG FOLDER,PRONG FOLDER,PRONG FOLDER,School Supplies,,School Supplies,Mead,Mead,43100344391,43100344391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER W/ PRONG,2 POCKET FOLDER W/ PRONG,2 POCKET FOLDER W/ PRONG,2 POCKET FOLDER W/ PRONG,School Supplies,,Binders,Mead,Mead,43100344650,43100344650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER W/PRONGS',2 POCKET FOLDER W/PRONGS',2 POCKET FOLDER W/PRONGS',2 POCKET FOLDER W/PRONGS',School Supplies,,,Mead,Mead,43100344674,43100344674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR 2 POCKET,FIVE STAR 2 POCKET,FIVE STAR 2 POCKET,FIVE STAR 2 POCKET,School Supplies,,,Mead,Mead,43100344698,43100344698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35013,MEAD EXPANDING FILE,MEAD EXPANDING FILE,MEAD EXPANDING FILE,MEAD EXPANDING FILE,School Supplies,,,Mead,Mead,43100350132,43100350132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35096,Five Star 5 Tab Binder Ready Expanding File,Five Star 5 Tab Binder Ready Expanding File,Five Star 5 Tab Binder Ready Expanding File,Five Star 5 Tab Binder Ready Expanding File,School Supplies,,School Supplies,Mead,Mead,43100350965,43100350965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6 POCKET FILE,6 POCKET FILE,6 POCKET FILE,6 POCKET FILE,School Supplies,,,Mead,Mead,43100352259,43100352259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD: 2 POCKET FOLDER-PURPLE,MEAD: 2 POCKET FOLDER-PURPLE,MEAD: 2 POCKET FOLDER-PURPLE,MEAD: 2 POCKET FOLDER-PURPLE,School Supplies,,,Mead,Mead,43100356011,43100356011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FOLDER,FOLDER,FOLDER,FOLDER,School Supplies,,,Mead,Mead,43100356035,43100356035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD: 2 POCKET FOLDER-GREY,MEAD: 2 POCKET FOLDER-GREY,MEAD: 2 POCKET FOLDER-GREY,MEAD: 2 POCKET FOLDER-GREY,School Supplies,,,Mead,Mead,43100356059,43100356059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD FIVE STAR 2 POCKET FOLDER.,MEAD FIVE STAR 2 POCKET FOLDER.,MEAD FIVE STAR 2 POCKET FOLDER.,MEAD FIVE STAR 2 POCKET FOLDER.,School Supplies,,,Mead,Mead,43100356073,43100356073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,folder,folder,folder,folder,School Supplies,,,Mead,Mead,43100356097,43100356097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD: 2 POCKET FOLDER-RED,MEAD: 2 POCKET FOLDER-RED,MEAD: 2 POCKET FOLDER-RED,MEAD: 2 POCKET FOLDER-RED,School Supplies,,,Mead,Mead,43100356158,43100356158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,x-597,FOLDER,FOLDER,FOLDER,FOLDER,School Supplies,,,Mead,Mead,43100356172,43100356172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,folder,folder,folder,folder,School Supplies,,,Mead,Mead,43100370994,43100370994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,five star customizable folder,five star customizable folder,five star customizable folder,five star customizable folder,School Supplies,,,Mead,Mead,43100371014,43100371014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,School Supplies,,,Mead,Mead,43100371038,43100371038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD: 2 POCKET FOLDER-ORANGE,MEAD: 2 POCKET FOLDER-ORANGE,MEAD: 2 POCKET FOLDER-ORANGE,MEAD: 2 POCKET FOLDER-ORANGE,School Supplies,,,Mead,Mead,43100371076,43100371076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD: 2 POCKET FOLDER-YELLOW,MEAD: 2 POCKET FOLDER-YELLOW,MEAD: 2 POCKET FOLDER-YELLOW,MEAD: 2 POCKET FOLDER-YELLOW,School Supplies,,,Mead,Mead,43100371113,43100371113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 pocket customized folder,2 pocket customized folder,2 pocket customized folder,2 pocket customized folder,School Supplies,,,Mead,Mead,43100373070,43100373070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mead Customizable Folder,Mead Customizable Folder,Mead Customizable Folder,Mead Customizable Folder,School Supplies,,,Mead,Mead,43100373919,43100373919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,School Supplies,,Binders,Mead,Mead,43100374015,43100374015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,FIVE STAR 2 POCKET FOLDER,School Supplies,,,Mead,Mead,43100374039,43100374039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,School Supplies,,Binders,Mead,Mead,43100374053,43100374053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,School Supplies,,Binders,Mead,Mead,43100374077,43100374077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR: 2 POCKET FOLDER- GREEN,FIVE STAR: 2 POCKET FOLDER- GREEN,FIVE STAR: 2 POCKET FOLDER- GREEN,FIVE STAR: 2 POCKET FOLDER- GREEN,School Supplies,,,Mead,Mead,43100374091,43100374091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR: 2 POCKET FOLDER-YELLOW,FIVE STAR: 2 POCKET FOLDER-YELLOW,FIVE STAR: 2 POCKET FOLDER-YELLOW,FIVE STAR: 2 POCKET FOLDER-YELLOW,School Supplies,,,Mead,Mead,43100374114,43100374114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,2 POCKET FOLDER,School Supplies,,Binders,Mead,Mead,43100374138,43100374138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FIVE START: 2 POCKET FOLDER STAY- PUT TABS,FIVE START: 2 POCKET FOLDER STAY- PUT TABS,FIVE START: 2 POCKET FOLDER STAY- PUT TABS,FIVE START: 2 POCKET FOLDER STAY- PUT TABS,FIVE START: 2 POCKET FOLDER STAY- PUT TABS,School Supplies,,,Mead,Mead,43100374152,43100374152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR: 2 POCKET FOLDER-PINK,FIVE STAR: 2 POCKET FOLDER-PINK,FIVE STAR: 2 POCKET FOLDER-PINK,FIVE STAR: 2 POCKET FOLDER-PINK,School Supplies,,,Mead,Mead,43100374176,43100374176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR: 2 POCKET FOLDER-WHITE,FIVE STAR: 2 POCKET FOLDER-WHITE,FIVE STAR: 2 POCKET FOLDER-WHITE,FIVE STAR: 2 POCKET FOLDER-WHITE,School Supplies,,,Mead,Mead,43100374190,43100374190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45431,3X5 Memo Book,3X5 Memo Book,3X5 Memo Book,3X5 Memo Book,School Supplies,,,Mead,Mead,43100454311,43100454311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43100456025,43100456025,43100456025,43100456025,School Supplies,,,Mead,Mead,43100456025,43100456025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51622,2 Pack Notebinder - 1 Inch - 200 Sheet,2 Pack Notebinder - 1 Inch - 200 Sheet,2 Pack Notebinder - 1 Inch - 200 Sheet,2 Pack Notebinder - 1 Inch - 200 Sheet,School Supplies,,Binders,Mead,Mead,43100516224,43100516224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,54988,Sketch Pad Heavy Duty,Sketch Pad Heavy Duty,Sketch Pad Heavy Duty,Sketch Pad Heavy Duty,School Supplies,,,Mead,Mead,43100549888,43100549888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD57130,5X3 WH MEMO PADS 4 PK,5X3 WH MEMO PADS 4 PK,5X3 WH MEMO PADS 4 PK,5X3 WH MEMO PADS 4 PK,School Supplies,,,Mead,Mead,43100571305,43100571305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 WHITE MEMO PADS,4 WHITE MEMO PADS,4 WHITE MEMO PADS,4 WHITE MEMO PADS,School Supplies,,,Mead,Mead,43100571308,43100571308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD59606,8.5X11 WHITE LETTER PAD 50 CT,8.5X11 WHITE LETTER PAD 50 CT,8.5X11 WHITE LETTER PAD 50 CT,8.5X11 WHITE LETTER PAD 50 CT,School Supplies,,,Mead,Mead,43100596066,43100596066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD63130,3X5 Wirebound Ruled Index Cards,3X5 Wirebound Ruled Index Cards,3X5 Wirebound Ruled Index Cards,3X5 Wirebound Ruled Index Cards,School Supplies,,,Mead,Mead,43100631309,43100631309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Riled Index Cards 50 Cards,Riled Index Cards 50 Cards,Riled Index Cards 50 Cards,Riled Index Cards 50 Cards,School Supplies,,,Mead,Mead,43100631385,43100631385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MD63350,3X5 WH RULED INDEX CD 100 CT,3X5 WH RULED INDEX CD 100 CT,3X5 WH RULED INDEX CD 100 CT,3X5 WH RULED INDEX CD 100 CT,School Supplies,,,Mead,Mead,43100633501,43100633501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FIVE STAR 3 SUBJECT WIDE,FIVE STAR 3 SUBJECT WIDE,FIVE STAR 3 SUBJECT WIDE,FIVE STAR 3 SUBJECT WIDE,School Supplies,,School Supplies,Mead,Mead,43100731849,43100731849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEAD WHITE ENVELOPES 50,MEAD WHITE ENVELOPES 50,MEAD WHITE ENVELOPES 50,MEAD WHITE ENVELOPES 50,School Supplies,,,Mead,Mead,43100750246,43100750246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,envelopes 65 ct.,envelopes 65 ct.,envelopes 65 ct.,envelopes 65 ct.,School Supplies,,,Mead,Mead,43100750284,43100750284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75085,Envelopes - #6.75 - Press and Seal - Box of 40,Envelopes - #6.75 - Press and Seal - Box of 40,Envelopes - #6.75 - Press and Seal - Box of 40,Envelopes - #6.75 - Press and Seal - Box of 40,School Supplies,,Office Supplies,Mead,Mead,43100750857,43100750857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75087,Envelopes - #10 - Press and Seal - Box of 30,Envelopes - #10 - Press and Seal - Box of 30,Envelopes - #10 - Press and Seal - Box of 30,Envelopes - #10 - Press and Seal - Box of 30,School Supplies,,Office Supplies,Mead,Mead,43100750871,43100750871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,White Small Envelopes,White Small Envelopes,White Small Envelopes,White Small Envelopes,School Supplies,,,Mead,Mead,43100751007,43100751007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Small Envelope,Small Envelope,Small Envelope,Small Envelope,School Supplies,,,Mead,Mead,43100752127,43100752127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Envelope Large,Envelope Large,Envelope Large,Envelope Large,School Supplies,,,Mead,Mead,43100752141,43100752141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 CLASP ENVELOPES,4 CLASP ENVELOPES,4 CLASP ENVELOPES,4 CLASP ENVELOPES,School Supplies,,,Mead,Mead,43100760122,43100760122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,96 construction paper,96 construction paper,96 construction paper,96 construction paper,School Supplies,,,Pacon,Pacon,45173065326,45173065326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG BLUE,OAK TAG BLUE,OAK TAG BLUE,OAK TAG BLUE,School Supplies,,,Pacon,Pacon,45173546511,45173546511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5466,Poster Board Green,Poster Board Green,Poster Board Green,Poster Board Green,School Supplies,,,Pacon,Pacon,45173546610,45173546610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5468,Poster Board Pink,Poster Board Pink,Poster Board Pink,Poster Board Pink,School Supplies,,,Pacon,Pacon,45173546818,45173546818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG,OAK TAG,OAK TAG,OAK TAG,School Supplies,,,Pacon,Pacon,45173546917,45173546917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG,OAK TAG,OAK TAG,OAK TAG,School Supplies,,,Pacon,Pacon,45173547112,45173547112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5472,Poster Board Yellow,Poster Board Yellow,Poster Board Yellow,Poster Board Yellow,School Supplies,,,Pacon,Pacon,45173547211,45173547211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5475,Poster Board Red,Poster Board Red,Poster Board Red,Poster Board Red,School Supplies,,,Pacon,Pacon,45173547518,45173547518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5478,Poster Board Orange,Poster Board Orange,Poster Board Orange,Poster Board Orange,School Supplies,,,Pacon,Pacon,45173547815,45173547815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC5481,Poster Board Black,Poster Board Black,Poster Board Black,Poster Board Black,School Supplies,,,Pacon,Pacon,45173548119,45173548119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG,OAK TAG,OAK TAG,OAK TAG,School Supplies,,,Pacon,Pacon,45173548416,45173548416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"8"" Scotch Scissors","8"" Scotch Scissors","8"" Scotch Scissors","8"" Scotch Scissors",School Supplies,,Scissors,3M,3M,51135208335,51135208335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9 BY 6 BINDER,9 BY 6 BINDER,9 BY 6 BINDER,9 BY 6 BINDER,School Supplies,,,Office Depot,Office Depot,60160023969,60160023969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1'5 SOFT BINDER,1'5 SOFT BINDER,1'5 SOFT BINDER,1'5 SOFT BINDER,School Supplies,,,Office Depot,Office Depot,60160459850,60160459850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bic 5 pack pens,Bic 5 pack pens,Bic 5 pack pens,Bic 5 pack pens,School Supplies,,,BIC,BIC,70330189881,70330189881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIC KIDS PEN-BLACK INK W/STC,BIC KIDS PEN-BLACK INK W/STC,BIC KIDS PEN-BLACK INK W/STC,BIC KIDS PEN-BLACK INK W/STC,School Supplies,,,BIC,BIC,70330196643,70330196643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20118,RED BIC PENS 12 PACK medium,RED BIC PENS 12 PACK medium,RED BIC PENS 12 PACK medium,RED BIC PENS 12 PACK medium,School Supplies,,School Supplies,BIC,BIC,70330201187,70330201187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIGSM11-BLK,BLK MED ROUND STICK 12BX,BLK MED ROUND STICK 12BX,BLK MED ROUND STICK 12BX,BLK MED ROUND STICK 12BX,School Supplies,,School Supplies,BIC,BIC,70330201194,70330201194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20120,BIC PENS 12 PACK medium,BIC PENS 12 PACK medium,BIC PENS 12 PACK medium,BIC PENS 12 PACK medium,School Supplies,,,BIC,BIC,70330201200,70330201200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BOX BIC PEN,BOX BIC PEN,BOX BIC PEN,BOX BIC PEN,School Supplies,,,BIC,BIC,70330201200,70330201200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20129,12 BIC PENS BLACK fine,12 BIC PENS BLACK fine,12 BIC PENS BLACK fine,12 BIC PENS BLACK fine,School Supplies,,School Supplies,BIC,BIC,70330201293,70330201293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20130,12 PACK PENS BLUE fine,12 PACK PENS BLUE fine,12 PACK PENS BLUE fine,12 PACK PENS BLUE fine,School Supplies,,School Supplies,BIC,BIC,70330201309,70330201309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hightlighters,hightlighters,hightlighters,hightlighters,School Supplies,,,BIC,BIC,70330312579,70330312579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70330351707,Bic Atlantis Medium Ball Pen Ultra Comfort 1 Pen,Bic Atlantis Medium Ball Pen Ultra Comfort 1 Pen,Bic Atlantis Medium Ball Pen Ultra Comfort 1 Pen,Bic Atlantis Medium Ball Pen Ultra Comfort 1 Pen,School Supplies,,School Supplies,BIC,BIC,70330351707,70330351707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MPFGP61,BIC PENCIL 0.5 6PK,BIC PENCIL 0.5 6PK,BIC PENCIL 0.5 6PK,BIC PENCIL 0.5 6PK,School Supplies,,Pencils,BIC,BIC,70330426023,70330426023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIMPGP61,BIC PENCIL 0.7 6PK,BIC PENCIL 0.7 6PK,BIC PENCIL 0.7 6PK,BIC PENCIL 0.7 6PK,School Supplies,,School Supplies,BIC,BIC,70330426030,70330426030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIC PENCIL 40PK,BIC PENCIL 40PK,BIC PENCIL 40PK,BIC PENCIL 40PK,School Supplies,,,BIC,BIC,70330436596,70330436596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIC- COVER IT CORRECTION FLU,BIC- COVER IT CORRECTION FLU,BIC- COVER IT CORRECTION FLU,BIC- COVER IT CORRECTION FLU,School Supplies,,,BIC,BIC,70330503076,70330503076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50523,CORRECTION TAPE,CORRECTION TAPE,CORRECTION TAPE,CORRECTION TAPE,School Supplies,,School Supplies,BIC,BIC,70330505230,70330505230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50592,big wite out 2 pack,big wite out 2 pack,big wite out 2 pack,big wite out 2 pack,School Supplies,,,BIC,BIC,70330505926,70330505926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIC WHITE OUT,BIC WHITE OUT,BIC WHITE OUT,BIC WHITE OUT,School Supplies,,,BIC,BIC,70330506046,70330506046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50620,Bic Wite out,Bic Wite out,Bic Wite out,Bic Wite out,School Supplies,,,BIC,BIC,70330506206,70330506206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WHITE OUT,WHITE OUT,WHITE OUT,WHITE OUT,School Supplies,,,BIC,BIC,70330506947,70330506947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIC PENS,BIC PENS,BIC PENS,BIC PENS,School Supplies,,,BIC,BIC,70330536920,70330536920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIBL11-BLU,BRITE LINER BLUE BOX 12,BRITE LINER BLUE BOX 12,BRITE LINER BLUE BOX 12,BRITE LINER BLUE BOX 12,School Supplies,,,BIC,BIC,70330655522,70330655522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIBL11-PNK,BRITE LINER PINK BOX 12,BRITE LINER PINK BOX 12,BRITE LINER PINK BOX 12,BRITE LINER PINK BOX 12,School Supplies,,,BIC,BIC,70330655546,70330655546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIBL11-GRN,BRITE LINER GREEN BOX 12,BRITE LINER GREEN BOX 12,BRITE LINER GREEN BOX 12,BRITE LINER GREEN BOX 12,School Supplies,,,BIC,BIC,70330655560,70330655560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COOSH HEADPHONES,COOSH HEADPHONES,COOSH HEADPHONES,COOSH HEADPHONES,School Supplies,,Headphones,BIC,BIC,70330802490,70330802490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90031,4 COLOR PEN,4 COLOR PEN,4 COLOR PEN,4 COLOR PEN,School Supplies,,School Supplies,BIC,BIC,70330900318,70330900318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIBLI1-ORG,BRITE LINER ORANGE BOX 12,BRITE LINER ORANGE BOX 12,BRITE LINER ORANGE BOX 12,BRITE LINER ORANGE BOX 12,School Supplies,,,BIC,BIC,70330903388,70330903388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIMPP101,MECHANICAL PENCIL PACK,MECHANICAL PENCIL PACK,MECHANICAL PENCIL PACK,MECHANICAL PENCIL PACK,School Supplies,,School Supplies,BIC,BIC,70330905764,70330905764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RED PENS,RED PENS,RED PENS,RED PENS,School Supplies,,,BIC,BIC,70330906099,70330906099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90837,5 pc. highlighter,5 pc. highlighter,5 pc. highlighter,5 pc. highlighter,School Supplies,,School Supplies,BIC,BIC,70330908376,70330908376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIMPFP51,LEAD PENCIL .05 5 CT.,LEAD PENCIL .05 5 CT.,LEAD PENCIL .05 5 CT.,LEAD PENCIL .05 5 CT.,School Supplies,,,BIC,BIC,70330911871,70330911871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIMPP51,LEAD PENCIL .07 5 CT.,LEAD PENCIL .07 5 CT.,LEAD PENCIL .07 5 CT.,LEAD PENCIL .07 5 CT.,School Supplies,,,BIC,BIC,70330911888,70330911888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,School Supplies,,,SHARPIE,SHARPIE,71641098039,71641098039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25162,Sharpie Yellow Highlighter 2 pk,Sharpie Yellow Highlighter 2 pk,Sharpie Yellow Highlighter 2 pk,Sharpie Yellow Highlighter 2 pk,School Supplies,,,SHARPIE,SHARPIE,71641251625,71641251625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25010,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,School Supplies,,"Accessories, School Supplies",SHARPIE,SHARPIE,71641251748,71641251748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#2716TG,2 PK HIGHLIGH TER,2 PK HIGHLIGH TER,2 PK HIGHLIGH TER,2 PK HIGHLIGH TER,School Supplies,,,SHARPIE,SHARPIE,71641271623,71641271623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27174,SHARPIE HIGHLIGHTER,SHARPIE HIGHLIGHTER,SHARPIE HIGHLIGHTER,SHARPIE HIGHLIGHTER,School Supplies,,,SHARPIE,SHARPIE,71641271746,71641271746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
