Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,8253,"Notebook Spiral Poly Cover 5"" X 7"" 80 Ct Side band Red","Notebook Spiral Poly Cover 5"" X 7"" 80 Ct Side band Red","Notebook Spiral Poly Cover 5"" X 7"" 80 Ct Side band Red","Notebook Spiral Poly Cover 5"" X 7"" 80 Ct Side band Red",Others,Notebooks,BAZIC,BAZIC,764608005460,764608005460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5171,STICK ON FLAGS,STICK ON FLAGS,STICK ON FLAGS,STICK ON FLAGS,Others,Notebooks,BAZIC,BAZIC,764608051719,764608051719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RULED INDEX CARDS 3x5 COLORED,RULED INDEX CARDS 3x5 COLORED,RULED INDEX CARDS 3x5 COLORED,RULED INDEX CARDS 3x5 COLORED,Others,Notebooks,BAZIC,BAZIC,764608005170,764608005170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMALL BOOK,SMALL BOOK,SMALL BOOK,SMALL BOOK,Others,Notebooks,BAZIC,BAZIC,764608050545,764608050545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,Others,Notebooks,BAZIC,BAZIC,764608051023,764608051023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5X7 BOOK,5X7 BOOK,5X7 BOOK,5X7 BOOK,Others,Notebooks,BAZIC,BAZIC,764608054710,764608054710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6X9 SPIRAL,6X9 SPIRAL,6X9 SPIRAL,6X9 SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608005712,764608005712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICKY NOTES,STICKY NOTES,STICKY NOTES,STICKY NOTES,Others,Notebooks,BAZIC,BAZIC,764608051054,764608051054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100 Sheets Composition Book,100 Sheets Composition Book,100 Sheets Composition Book,100 Sheets Composition Book,Others,Notebooks,BAZIC,BAZIC,764608054949,764608054949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3X5 INDEX SPIRAL,3X5 INDEX SPIRAL,3X5 INDEX SPIRAL,3X5 INDEX SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608005194,764608005194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC 70 SHEET WIDE RULED SPIRAL,BAZIC 70 SHEET WIDE RULED SPIRAL,BAZIC 70 SHEET WIDE RULED SPIRAL,BAZIC 70 SHEET WIDE RULED SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608005385,764608005385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9X5 COLLEGE RULED NOTEBOOK,9X5 COLLEGE RULED NOTEBOOK,9X5 COLLEGE RULED NOTEBOOK,9X5 COLLEGE RULED NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608005637,764608005637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,Others,Notebooks,BAZIC,BAZIC,764608051313,764608051313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LITTLE BIG BOOK,LITTLE BIG BOOK,LITTLE BIG BOOK,LITTLE BIG BOOK,Others,Notebooks,BAZIC,BAZIC,764608054604,764608054604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRESENTATION BOOK 20 SHEETS,PRESENTATION BOOK 20 SHEETS,PRESENTATION BOOK 20 SHEETS,PRESENTATION BOOK 20 SHEETS,Others,Notebooks,BAZIC,BAZIC,764608031292,764608031292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RENT RECEIPT BOOK,RENT RECEIPT BOOK,RENT RECEIPT BOOK,RENT RECEIPT BOOK,Others,Notebooks,BAZIC,BAZIC,764608050743,764608050743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,Others,Notebooks,BAZIC,BAZIC,764608051047,764608051047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 x 7 SPIRAL,5 x 7 SPIRAL,5 x 7 SPIRAL,5 x 7 SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608054765,764608054765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEMOBOOK,MEMOBOOK,MEMOBOOK,MEMOBOOK,Others,Notebooks,BAZIC,BAZIC,764608005019,764608005019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9X5 WIDE RULED NOTEBOOK,9X5 WIDE RULED NOTEBOOK,9X5 WIDE RULED NOTEBOOK,9X5 WIDE RULED NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608005644,764608005644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,STICK ON NOTES,Others,Notebooks,BAZIC,BAZIC,764608051320,764608051320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC SMALL NOTEBOOK,BAZIC SMALL NOTEBOOK,BAZIC SMALL NOTEBOOK,BAZIC SMALL NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608054703,764608054703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,bazic white board,bazic white board,bazic white board,bazic white board,Others,Notebooks,BAZIC,BAZIC,764608060155,764608060155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMALL SPIRAL,SMALL SPIRAL,SMALL SPIRAL,SMALL SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608005187,764608005187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC 70 SHEET COLLEGE RULED SPIRAL,BAZIC 70 SHEET COLLEGE RULED SPIRAL,BAZIC 70 SHEET COLLEGE RULED SPIRAL,BAZIC 70 SHEET COLLEGE RULED SPIRAL,Others,Notebooks,BAZIC,BAZIC,764608005378,764608005378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC INVOICE BOOK,BAZIC INVOICE BOOK,BAZIC INVOICE BOOK,BAZIC INVOICE BOOK,Others,Notebooks,BAZIC,BAZIC,764608050767,764608050767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC: COMPOSITION BOOK,BAZIC: COMPOSITION BOOK,BAZIC: COMPOSITION BOOK,BAZIC: COMPOSITION BOOK,Others,Notebooks,BAZIC,BAZIC,764608050880,764608050880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Composition Book 100 sheets Bazic,Composition Book 100 sheets Bazic,Composition Book 100 sheets Bazic,Composition Book 100 sheets Bazic,Others,Notebooks,BAZIC,BAZIC,764608054925,764608054925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3X5 Memo Book,3X5 Memo Book,3X5 Memo Book,3X5 Memo Book,Others,Notebooks,BAZIC,BAZIC,764608005040,764608005040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALPHABAT STICKER BOOK,ALPHABAT STICKER BOOK,ALPHABAT STICKER BOOK,ALPHABAT STICKER BOOK,Others,Notebooks,BAZIC,BAZIC,764608038734,764608038734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMP. NOTEBOOK GEOMETRICK 80PG,COMP. NOTEBOOK GEOMETRICK 80PG,COMP. NOTEBOOK GEOMETRICK 80PG,COMP. NOTEBOOK GEOMETRICK 80PG,Others,Notebooks,BAZIC,BAZIC,764608054963,764608054963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DESIGN NOTEBOOK,DESIGN NOTEBOOK,DESIGN NOTEBOOK,DESIGN NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608005071,764608005071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steno Book 80 Sheets,Steno Book 80 Sheets,Steno Book 80 Sheets,Steno Book 80 Sheets,Others,Notebooks,BAZIC,BAZIC,764608005774,764608005774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMPOSITION BOOK,COMPOSITION BOOK,COMPOSITION BOOK,COMPOSITION BOOK,Others,Notebooks,BAZIC,BAZIC,764608050965,764608050965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REWARD STICKER BOOK,REWARD STICKER BOOK,REWARD STICKER BOOK,REWARD STICKER BOOK,Others,Notebooks,BAZIC,BAZIC,764608038659,764608038659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bazic Sticky Notes Asst Colors,Bazic Sticky Notes Asst Colors,Bazic Sticky Notes Asst Colors,Bazic Sticky Notes Asst Colors,Others,Notebooks,BAZIC,BAZIC,764608051030,764608051030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMP. BOOK 5X7 80PG,COMP. BOOK 5X7 80PG,COMP. BOOK 5X7 80PG,COMP. BOOK 5X7 80PG,Others,Notebooks,BAZIC,BAZIC,764608054727,764608054727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reward Sticker Book,Reward Sticker Book,Reward Sticker Book,Reward Sticker Book,Others,Notebooks,BAZIC,BAZIC,764608038741,764608038741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REWARD STICKERS BOOK,REWARD STICKERS BOOK,REWARD STICKERS BOOK,REWARD STICKERS BOOK,Others,Notebooks,BAZIC,BAZIC,764608038710,764608038710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608054901,764608054901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,BAZIC COMPOSITION NOTEBOOK,Others,Notebooks,BAZIC,BAZIC,764608054932,764608054932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON FLAG,STICK ON FLAG,STICK ON FLAG,STICK ON FLAG,Others,Notebooks,BAZIC,BAZIC,764608051535,764608051535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLORED PENCILS,COLORED PENCILS,COLORED PENCILS,COLORED PENCILS,Others,Painting & Coloring,BAZIC,BAZIC,764608007655,764608007655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3921,Kid's Paint 18 Color,Kid's Paint 18 Color,Kid's Paint 18 Color,Kid's Paint 18 Color,Others,Painting & Coloring,BAZIC,BAZIC,764608039212,764608039212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GEL GRIPS,GEL GRIPS,GEL GRIPS,GEL GRIPS,Others,Painting & Coloring,BAZIC,BAZIC,764608015025,764608015025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,round paint brush,round paint brush,round paint brush,round paint brush,Others,Painting & Coloring,BAZIC,BAZIC,764608039809,764608039809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,Others,Painting & Coloring,BAZIC,BAZIC,764608034095,764608034095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Watercolor W/ Brush,Watercolor W/ Brush,Watercolor W/ Brush,Watercolor W/ Brush,Others,Painting & Coloring,BAZIC,BAZIC,764608039113,764608039113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GEL PENS,GEL PENS,GEL PENS,GEL PENS,Others,Painting & Coloring,BAZIC,BAZIC,764608017531,764608017531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WASHABLE WATER COLORS BAZIC,WASHABLE WATER COLORS BAZIC,WASHABLE WATER COLORS BAZIC,WASHABLE WATER COLORS BAZIC,Others,Painting & Coloring,BAZIC,BAZIC,764608039007,764608039007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,Others,Painting & Coloring,BAZIC,BAZIC,764608039830,764608039830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,PAINT BRUSH,Others,Painting & Coloring,BAZIC,BAZIC,764608039847,764608039847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OIL GEL PEN SPYDER,OIL GEL PEN SPYDER,OIL GEL PEN SPYDER,OIL GEL PEN SPYDER,Others,Painting & Coloring,BAZIC,BAZIC,764608170618,764608170618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GEN PENS 4PK,GEN PENS 4PK,GEN PENS 4PK,GEN PENS 4PK,Others,Painting & Coloring,BAZIC,BAZIC,764608170519,764608170519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CRAYONS TWIST,CRAYONS TWIST,CRAYONS TWIST,CRAYONS TWIST,Others,Painting & Coloring,BAZIC,BAZIC,764608025079,764608025079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3183,2POCKET FOLDER,2POCKET FOLDER,2POCKET FOLDER,2POCKET FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608031834,764608031834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3145,PRONG FOLDER,PRONG FOLDER,PRONG FOLDER,PRONG FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608031452,764608031452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 PRONG FOLDER,3 PRONG FOLDER,3 PRONG FOLDER,3 PRONG FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608031599,764608031599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13 EXPANDING FILE FOLDER,13 EXPANDING FILE FOLDER,13 EXPANDING FILE FOLDER,13 EXPANDING FILE FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608031797,764608031797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050170,764608050170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050255,764608050255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRAPH PAPER,GRAPH PAPER,GRAPH PAPER,GRAPH PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608005699,764608005699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050217,764608050217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAKTAG,OAKTAG,OAKTAG,OAKTAG,Others,Paper & Folders,BAZIC,BAZIC,764608050156,764608050156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050231,764608050231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANILA FOLDERS,MANILA FOLDERS,MANILA FOLDERS,MANILA FOLDERS,Others,Paper & Folders,BAZIC,BAZIC,764608031001,764608031001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050194,764608050194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100 sheets graph paper,100 sheets graph paper,100 sheets graph paper,100 sheets graph paper,Others,Paper & Folders,BAZIC,BAZIC,764608005149,764608005149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4X6 RULED INDEX CARDS 100 SHEETS,4X6 RULED INDEX CARDS 100 SHEETS,4X6 RULED INDEX CARDS 100 SHEETS,4X6 RULED INDEX CARDS 100 SHEETS,Others,Paper & Folders,BAZIC,BAZIC,764608005576,764608005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TWO POCKET FOLDER,TWO POCKET FOLDER,TWO POCKET FOLDER,TWO POCKET FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608021729,764608021729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2 POCKET VIEW FOLDER,2 POCKET VIEW FOLDER,2 POCKET VIEW FOLDER,2 POCKET VIEW FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608031575,764608031575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050163,764608050163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050248,764608050248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MULTIPURPOSE PAPER,MULTIPURPOSE PAPER,MULTIPURPOSE PAPER,MULTIPURPOSE PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608005101,764608005101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050224,764608050224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC 100SHTS RULED INDEX CARDS 5X8,BAZIC 100SHTS RULED INDEX CARDS 5X8,BAZIC 100SHTS RULED INDEX CARDS 5X8,BAZIC 100SHTS RULED INDEX CARDS 5X8,Others,Paper & Folders,BAZIC,BAZIC,764608005231,764608005231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRACING PAPER,TRACING PAPER,TRACING PAPER,TRACING PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608005477,764608005477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050200,764608050200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050187,764608050187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,OAK TAG PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608050262,764608050262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ruled index cards 100 sheets,ruled index cards 100 sheets,ruled index cards 100 sheets,ruled index cards 100 sheets,Others,Paper & Folders,BAZIC,BAZIC,764608005163,764608005163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRAPH PAPER,GRAPH PAPER,GRAPH PAPER,GRAPH PAPER,Others,Paper & Folders,BAZIC,BAZIC,764608005781,764608005781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bazic 2 Pocket Folder,Bazic 2 Pocket Folder,Bazic 2 Pocket Folder,Bazic 2 Pocket Folder,Others,Paper & Folders,BAZIC,BAZIC,764608021385,764608021385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,oaktag,oaktag,oaktag,oaktag,Others,Paper & Folders,BAZIC,BAZIC,764608050286,764608050286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,oaktag,oaktag,oaktag,oaktag,Others,Paper & Folders,BAZIC,BAZIC,764608050323,764608050323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,oak tag,oak tag,oak tag,oak tag,Others,Paper & Folders,BAZIC,BAZIC,764608050378,764608050378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAK TAG,OAK TAG,OAK TAG,OAK TAG,Others,Paper & Folders,BAZIC,BAZIC,764608050569,764608050569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,oaktag,oaktag,oaktag,oaktag,Others,Paper & Folders,BAZIC,BAZIC,764608054154,764608054154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAKTAG,OAKTAG,OAKTAG,OAKTAG,Others,Paper & Folders,BAZIC,BAZIC,764608054161,764608054161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC 2 POKET FOLDER,BAZIC 2 POKET FOLDER,BAZIC 2 POKET FOLDER,BAZIC 2 POKET FOLDER,Others,Paper & Folders,BAZIC,BAZIC,764608021408,764608021408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLEAR PAPER 17X5,CLEAR PAPER 17X5,CLEAR PAPER 17X5,CLEAR PAPER 17X5,Others,Paper & Folders,BAZIC,BAZIC,764608029015,764608029015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,oak tag,oak tag,oak tag,oak tag,Others,Paper & Folders,BAZIC,BAZIC,764608050309,764608050309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAKTAG FLU. PURPLE,OAKTAG FLU. PURPLE,OAKTAG FLU. PURPLE,OAKTAG FLU. PURPLE,Others,Paper & Folders,BAZIC,BAZIC,764608050552,764608050552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAKTAG,OAKTAG,OAKTAG,OAKTAG,Others,Paper & Folders,BAZIC,BAZIC,764608054178,764608054178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,lime oak tag,lime oak tag,lime oak tag,lime oak tag,Others,Paper & Folders,BAZIC,BAZIC,764608050293,764608050293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,pink oak tag,pink oak tag,pink oak tag,pink oak tag,Others,Paper & Folders,BAZIC,BAZIC,764608050576,764608050576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sheet Protectors 10pk,Sheet Protectors 10pk,Sheet Protectors 10pk,Sheet Protectors 10pk,Others,Sheet Protectors,BAZIC,BAZIC,764608021323,764608021323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLIDING REPORT COVER,SLIDING REPORT COVER,SLIDING REPORT COVER,SLIDING REPORT COVER,Others,Sheet Protectors,BAZIC,BAZIC,764608031971,764608031971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STAPLER,STAPLER,STAPLER,STAPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006221,764608006221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,stapler with staples,stapler with staples,stapler with staples,stapler with staples,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006047,764608006047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MINI STAPLER,MINI STAPLER,MINI STAPLER,MINI STAPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006016,764608006016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METAL STAPLER SET,METAL STAPLER SET,METAL STAPLER SET,METAL STAPLER SET,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006801,764608006801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MINI STAPLER,MINI STAPLER,MINI STAPLER,MINI STAPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006009,764608006009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STAPLER SET,STAPLER SET,STAPLER SET,STAPLER SET,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006993,764608006993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STANDARD STAPLER,STANDARD STAPLER,STANDARD STAPLER,STANDARD STAPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006214,764608006214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STAPLER,STAPLER,STAPLER,STAPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006238,764608006238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZICN STAPLER SET,BAZICN STAPLER SET,BAZICN STAPLER SET,BAZICN STAPLER SET,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006979,764608006979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
