Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ftÂ³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ftÂ³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ftÂ³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ftÂ³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,pdk,Doll Kit - White,Doll Kit - White,Doll Kit - White,Doll Kit - White,Others,Judaica Crafts,Colours Craft,Colours Craft,197644093670,197644093670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mlk,Miniature Living Room,Miniature Living Room,Miniature Living Room,Miniature Living Room,Others,Judaica Crafts,Colours Craft,Colours Craft,197644238699,197644238699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,srk,Sequin Art Rainbow Kit,Sequin Art Rainbow Kit,Sequin Art Rainbow Kit,Sequin Art Rainbow Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,197644247967,197644247967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cgf,Crushed Glass Flower,Crushed Glass Flower,Crushed Glass Flower,Crushed Glass Flower,Others,Judaica Crafts,Colours Craft,Colours Craft,197644292738,197644292738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,frp - rainbow,Rhinestone Pillow Rainow,Rhinestone Pillow Rainow,Rhinestone Pillow Rainow,Rhinestone Pillow Rainow,Others,Judaica Crafts,Colours Craft,Colours Craft,197644342129,197644342129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,smk,Sequin Art Musical Kit,Sequin Art Musical Kit,Sequin Art Musical Kit,Sequin Art Musical Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,197644480159,197644480159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,stk,Sequin Art Birds Kit,Sequin Art Birds Kit,Sequin Art Birds Kit,Sequin Art Birds Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,197644971824,197644971824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mtpc,Mosaic Tile Pink Clock,Mosaic Tile Pink Clock,Mosaic Tile Pink Clock,Mosaic Tile Pink Clock,Others,Judaica Crafts,Colours Craft,Colours Craft,198168020654,198168020654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pdk - pink,Doll Kit - Pink,Doll Kit - Pink,Doll Kit - Pink,Doll Kit - Pink,Others,Judaica Crafts,Colours Craft,Colours Craft,198168100851,198168100851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cgcb,Crushed Glass Challah Board,Crushed Glass Challah Board,Crushed Glass Challah Board,Crushed Glass Challah Board,Others,Judaica Crafts,Colours Craft,Colours Craft,198168302835,198168302835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mtc,Mosaic Tile Musical Clock,Mosaic Tile Musical Clock,Mosaic Tile Musical Clock,Mosaic Tile Musical Clock,Others,Judaica Crafts,Colours Craft,Colours Craft,198168475980,198168475980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fbp1,Foam Bedroom Puzzle 1,Foam Bedroom Puzzle 1,Foam Bedroom Puzzle 1,Foam Bedroom Puzzle 1,Others,Judaica Crafts,Colours Craft,Colours Craft,198168493632,198168493632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wbhp,Wooden Bais Hamikdash Puzzle,Wooden Bais Hamikdash Puzzle,Wooden Bais Hamikdash Puzzle,Wooden Bais Hamikdash Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,198168702383,198168702383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rcc,Rhinestone Challah Cover,Rhinestone Challah Cover,Rhinestone Challah Cover,Rhinestone Challah Cover,Others,Judaica Crafts,Colours Craft,Colours Craft,198168745618,198168745618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mics,Miniature Ice Cream Shop Kit,Miniature Ice Cream Shop Kit,Miniature Ice Cream Shop Kit,Miniature Ice Cream Shop Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,198168789698,198168789698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pnp,Paint by Number Parrots,Paint by Number Parrots,Paint by Number Parrots,Paint by Number Parrots,Others,Judaica Crafts,Colours Craft,Colours Craft,198168816707,198168816707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cpc,Color A Pencil Case Kit,Color A Pencil Case Kit,Color A Pencil Case Kit,Color A Pencil Case Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,263985696327,263985696327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbk-r,Cheery Bears Keychain - Rainbow,Cheery Bears Keychain - Rainbow,Cheery Bears Keychain - Rainbow,Cheery Bears Keychain - Rainbow,Others,Judaica Crafts,Colours Craft,Colours Craft,362598745634,362598745634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pnbh,Paint by Number Butterflies,Paint by Number Butterflies,Paint by Number Butterflies,Paint by Number Butterflies,Others,Judaica Crafts,Colours Craft,Colours Craft,523114569862,523114569862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,csk,Coloring Slippers Kit,Coloring Slippers Kit,Coloring Slippers Kit,Coloring Slippers Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,526317986641,526317986641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mbk,Miniature Bedroom Kit,Miniature Bedroom Kit,Miniature Bedroom Kit,Miniature Bedroom Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,526398652114,526398652114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fab,Foil art Kit - Bird,Foil art Kit - Bird,Foil art Kit - Bird,Foil art Kit - Bird,Others,Judaica Crafts,Colours Craft,Colours Craft,856934125780,856934125780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cks,Color A Keychain Kit - Sneaker,Color A Keychain Kit - Sneaker,Color A Keychain Kit - Sneaker,Color A Keychain Kit - Sneaker,Others,Judaica Crafts,Colours Craft,Colours Craft,659325412267,659325412267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scpb,Strached canvas Parrot Blue,Strached canvas Parrot Blue,Strached canvas Parrot Blue,Strached canvas Parrot Blue,Others,Judaica Crafts,Colours Craft,Colours Craft,125463259854,125463259854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lrhn,diamond art,diamond art,diamond art,diamond art,Others,Judaica Crafts,Colours Craft,Colours Craft,125638596548,125638596548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fbhp,Foam Bais Hamikdash Puzzle,Foam Bais Hamikdash Puzzle,Foam Bais Hamikdash Puzzle,Foam Bais Hamikdash Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,958742635892,958742635892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbk-c,Cheery Bears Keychain - Caring,Cheery Bears Keychain - Caring,Cheery Bears Keychain - Caring,Cheery Bears Keychain - Caring,Others,Judaica Crafts,Colours Craft,Colours Craft,965231452564,965231452564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cuk,Coloring Umbrella Kit,Coloring Umbrella Kit,Coloring Umbrella Kit,Coloring Umbrella Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,236598745218,236598745218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pnth,Paint By Number Teddy Hearts,Paint By Number Teddy Hearts,Paint By Number Teddy Hearts,Paint By Number Teddy Hearts,Others,Judaica Crafts,Colours Craft,Colours Craft,12369896548,12369896548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cgl,Crushed Glass Lulav Esrog,Crushed Glass Lulav Esrog,Crushed Glass Lulav Esrog,Crushed Glass Lulav Esrog,Others,Judaica Crafts,Colours Craft,Colours Craft,197644131051,197644131051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,scrb,Rhinestone Butterfly Stretched Canvas,Rhinestone Butterfly Stretched Canvas,Rhinestone Butterfly Stretched Canvas,Rhinestone Butterfly Stretched Canvas,Others,Judaica Crafts,Colours Craft,Colours Craft,195893383238,195893383238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbk-d,Cheery Bears Keychain - Daisy,Cheery Bears Keychain - Daisy,Cheery Bears Keychain - Daisy,Cheery Bears Keychain - Daisy,Others,Judaica Crafts,Colours Craft,Colours Craft,623114589652,623114589652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wdhp,3D Wooden Dollhouse Puzzle,3D Wooden Dollhouse Puzzle,3D Wooden Dollhouse Puzzle,3D Wooden Dollhouse Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,195893846443,195893846443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,frp - pink teddy h,Rhinestone Pillow Pink Hebrew Teddy,Rhinestone Pillow Pink Hebrew Teddy,Rhinestone Pillow Pink Hebrew Teddy,Rhinestone Pillow Pink Hebrew Teddy,Others,Judaica Crafts,Colours Craft,Colours Craft,195893404698,195893404698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbk-t,CHERRY BEAR KEYCHAIN,CHERRY BEAR KEYCHAIN,CHERRY BEAR KEYCHAIN,CHERRY BEAR KEYCHAIN,Others,Judaica Crafts,Colours Craft,Colours Craft,365742152364,365742152364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rhn,Rhinestone Heart Necklace,Rhinestone Heart Necklace,Rhinestone Heart Necklace,Rhinestone Heart Necklace,Others,Judaica Crafts,Colours Craft,Colours Craft,526314245864,526314245864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbk-b,Cheery Bears Keychain - Balloons,Cheery Bears Keychain - Balloons,Cheery Bears Keychain - Balloons,Cheery Bears Keychain - Balloons,Others,Judaica Crafts,Colours Craft,Colours Craft,785696325414,785696325414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cwk,color your own watch,color your own watch,color your own watch,color your own watch,Others,Judaica Crafts,Colours Craft,Colours Craft,125682398549,125682398549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,wpp,3D Wooden Piano Puzzle,3D Wooden Piano Puzzle,3D Wooden Piano Puzzle,3D Wooden Piano Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,195893183432,195893183432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,rrc,Rhinestone Rainbow Clock,Rhinestone Rainbow Clock,Rhinestone Rainbow Clock,Rhinestone Rainbow Clock,Others,Judaica Crafts,Colours Craft,Colours Craft,197644705566,197644705566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAMC,COLOURS LUCITE ART MOSAIC CLOCK,COLOURS LUCITE ART MOSAIC CLOCK,COLOURS LUCITE ART MOSAIC CLOCK,COLOURS LUCITE ART MOSAIC CLOCK,Others,Judaica Crafts,Colours Craft,Colours Craft,198715178227,198715178227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mck,Miniature Classroom Kit,Miniature Classroom Kit,Miniature Classroom Kit,Miniature Classroom Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,199284326996,199284326996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lay,Rhinestone Lucite Yerushalayim Magnet,Rhinestone Lucite Yerushalayim Magnet,Rhinestone Lucite Yerushalayim Magnet,Rhinestone Lucite Yerushalayim Magnet,Others,Judaica Crafts,Colours Craft,Colours Craft,199284663442,199284663442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mmk,Miniature Musical Kit,Miniature Musical Kit,Miniature Musical Kit,Miniature Musical Kit,Others,Judaica Crafts,Colours Craft,Colours Craft,845632256964,845632256964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pnt,Paint By Number Teddy On Couch,Paint By Number Teddy On Couch,Paint By Number Teddy On Couch,Paint By Number Teddy On Couch,Others,Judaica Crafts,Colours Craft,Colours Craft,369568652145,369568652145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fdhp,Foam Dollhouse Puzzle,Foam Dollhouse Puzzle,Foam Dollhouse Puzzle,Foam Dollhouse Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,199284548800,199284548800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pal,Pompom Art Lulav Esrog,Pompom Art Lulav Esrog,Pompom Art Lulav Esrog,Pompom Art Lulav Esrog,Others,Judaica Crafts,Colours Craft,Colours Craft,526639856141,526639856141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sp,Wooden Shul 3d Puzzle,Wooden Shul 3d Puzzle,Wooden Shul 3d Puzzle,Wooden Shul 3d Puzzle,Others,Judaica Crafts,Colours Craft,Colours Craft,985645213650,985645213650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cgv,Crushed Glass Violin,Crushed Glass Violin,Crushed Glass Violin,Crushed Glass Violin,Others,Judaica Crafts,Colours Craft,Colours Craft,865412598657,865412598657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BHC,Birchas Hashachar Card,Birchas Hashachar Card,Birchas Hashachar Card,Birchas Hashachar Card,Others,Judaica Crafts,Colours Craft,Colours Craft,639865996540,639865996540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,saf,String Art Flower,String Art Flower,String Art Flower,String Art Flower,Others,Judaica Crafts,Colours Craft,Colours Craft,199284179066,199284179066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cght,Crushed Glass Havdalah Tray,Crushed Glass Havdalah Tray,Crushed Glass Havdalah Tray,Crushed Glass Havdalah Tray,Others,Judaica Crafts,Colours Craft,Colours Craft,856324512343,856324512343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cbb,Color and Bead a bag kit,Color and Bead a bag kit,Color and Bead a bag kit,Color and Bead a bag kit,Others,Judaica Crafts,Colours Craft,Colours Craft,521369645850,521369645850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cyos,Color Your Own Socks Kit 20,Color Your Own Socks Kit 20,Color Your Own Socks Kit 20,Color Your Own Socks Kit 20,Others,Judaica Crafts,Colours Craft,Colours Craft,689745851452,689745851452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sctb,Create your own Teddy Bear,Create your own Teddy Bear,Create your own Teddy Bear,Create your own Teddy Bear,Others,Judaica Crafts,Colours Craft,Colours Craft,696356245211,696356245211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FAM,Foil Art Mizmor Lesoida,Foil Art Mizmor Lesoida,Foil Art Mizmor Lesoida,Foil Art Mizmor Lesoida,Others,Judaica Crafts,Colours Craft,Colours Craft,859654152548,859654152548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lcs,Transfer Stickers Lucite Chanukah Stand,Transfer Stickers Lucite Chanukah Stand,Transfer Stickers Lucite Chanukah Stand,Transfer Stickers Lucite Chanukah Stand,Others,Judaica Crafts,Colours Craft,Colours Craft,185693562452,185693562452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clk - dreidel,Coloring Lucite Keychain - Dreidel,Coloring Lucite Keychain - Dreidel,Coloring Lucite Keychain - Dreidel,Coloring Lucite Keychain - Dreidel,Others,Judaica Crafts,Colours Craft,Colours Craft,232145214589,232145214589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
