Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,"9 "" Charly dangling Teddy bear, br","9 "" Charly dangling Teddy bear, br","9 "" Charly dangling Teddy bear, br","9 "" Charly dangling Teddy bear, br",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505012891,4001505012891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"12 "" Soft Cuddly Friends Bingo monkey, beige","12 "" Soft Cuddly Friends Bingo monkey, beige","12 "" Soft Cuddly Friends Bingo monkey, beige","12 "" Soft Cuddly Friends Bingo monkey, beige",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505060298,4001505060298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"18 "" Andor Golden Retriever , light brown tip","18 "" Andor Golden Retriever , light brown tip","18 "" Andor Golden Retriever , light brown tip","18 "" Andor Golden Retriever , light brown tip",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505076947,4001505076947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"8 "" Hoppie Rabbit, Lt grey","8 "" Hoppie Rabbit, Lt grey","8 "" Hoppie Rabbit, Lt grey","8 "" Hoppie Rabbit, Lt grey",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505080463,4001505080463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"7 "" Billy tiger, striped","7 "" Billy tiger, striped","7 "" Billy tiger, striped","7 "" Billy tiger, striped",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505084102,4001505084102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"12 "" Mimmi Dangling cat, black/white","12 "" Mimmi Dangling cat, black/white","12 "" Mimmi Dangling cat, black/white","12 "" Mimmi Dangling cat, black/white",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505099366,4001505099366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"11 "" Jaycee Border Collie, black/white","11 "" Jaycee Border Collie, black/white","11 "" Jaycee Border Collie, black/white","11 "" Jaycee Border Collie, black/white",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505122163,4001505122163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"9 "" Steiff's Little Friend Sissi Piglet, pale pink","9 "" Steiff's Little Friend Sissi Piglet, pale pink","9 "" Steiff's Little Friend Sissi Piglet, pale pink","9 "" Steiff's Little Friend Sissi Piglet, pale pink",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505280016,4001505280016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"9 "" Charly Dangling","9 "" Charly Dangling","9 "" Charly Dangling","9 "" Charly Dangling",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505012815,4001505012815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"12 "" Teddies for tomorrow Tom Teddy bear, cappuccino","12 "" Teddies for tomorrow Tom Teddy bear, cappuccino","12 "" Teddies for tomorrow Tom Teddy bear, cappuccino","12 "" Teddies for tomorrow Tom Teddy bear, cappuccino",,Dolls,Plush & Stuffed Animals,Steiff,Steiff,4001505023033,4001505023033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
