Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ftÂ³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ftÂ³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ftÂ³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ftÂ³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,4144,Fidget Slug,Fidget Slug,Fidget Slug,Fidget Slug,Others,Character & Licensed Plush,GoPlay,GoPlay,786138709366,786138709366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4145,Whale water gun (go play),Whale water gun (go play),Whale water gun (go play),Whale water gun (go play),Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138709373,786138709373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4146,PinBall,PinBall,PinBall,PinBall,Others,Electronic Games,GoPlay,GoPlay,786138709380,786138709380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4147,Mini Projector,Mini Projector,Mini Projector,Mini Projector,Others,Electronic Games,GoPlay,GoPlay,786138709397,786138709397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4148,Pull Back Vehicles,Pull Back Vehicles,Pull Back Vehicles,Pull Back Vehicles,Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138709403,786138709403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4149,Planes Launcher,Planes Launcher,Planes Launcher,Planes Launcher,Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138709410,786138709410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4150,DIY Skateboard,DIY Skateboard,DIY Skateboard,DIY Skateboard,Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138709427,786138709427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2168,Foam Bow and Arrow Set,Foam Bow and Arrow Set,Foam Bow and Arrow Set,Foam Bow and Arrow Set,Others,Home & Everyday Play,GoPlay,GoPlay,786138707775,786138707775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4138,Neon Beads,Neon Beads,Neon Beads,Neon Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709304,786138709304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4139,MIX Beads,MIX Beads,MIX Beads,MIX Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709311,786138709311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
