Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ftÂ³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ftÂ³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ftÂ³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ftÂ³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,14297,"Tasty Peach 7"" Blue Raspberry Nomwhal Plush","Tasty Peach 7"" Blue Raspberry Nomwhal Plush","Tasty Peach 7"" Blue Raspberry Nomwhal Plush","Tasty Peach 7"" Blue Raspberry Nomwhal Plush",Others,Stuffed Animals,Aurora,Aurora,92943142978,92943142978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14299,"Tasty Peach 7"" Birthday Cake Nomwhal Plush","Tasty Peach 7"" Birthday Cake Nomwhal Plush","Tasty Peach 7"" Birthday Cake Nomwhal Plush","Tasty Peach 7"" Birthday Cake Nomwhal Plush",Others,Stuffed Animals,Aurora,Aurora,92943142992,92943142992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14312,"Tasty Peach Thai Tea Meowchi Stuffed Animal Red 7""","Tasty Peach Thai Tea Meowchi Stuffed Animal Red 7""","Tasty Peach Thai Tea Meowchi Stuffed Animal Red 7""","Tasty Peach Thai Tea Meowchi Stuffed Animal Red 7""",Others,Character Plush,Aurora,Aurora,92943143128,92943143128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14313,"Tasty Peach 7"" Marble Soda Meowchi Plush","Tasty Peach 7"" Marble Soda Meowchi Plush","Tasty Peach 7"" Marble Soda Meowchi Plush","Tasty Peach 7"" Marble Soda Meowchi Plush",Others,Character Plush,Aurora,Aurora,92943143135,92943143135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14316,"Aurora - Tasty Peach - 7"" Avocado Nomwhal","Aurora - Tasty Peach - 7"" Avocado Nomwhal","Aurora - Tasty Peach - 7"" Avocado Nomwhal","Aurora - Tasty Peach - 7"" Avocado Nomwhal",Others,Stuffed Animals,Aurora,Aurora,92943143166,92943143166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14317,"Tasty Peach 7"" Dragon Fruit Nomwhal Plush","Tasty Peach 7"" Dragon Fruit Nomwhal Plush","Tasty Peach 7"" Dragon Fruit Nomwhal Plush","Tasty Peach 7"" Dragon Fruit Nomwhal Plush",Others,Stuffed Animals,Aurora,Aurora,92943143173,92943143173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14318,"Tasty Peach 7"" Peach Nomwhal","Tasty Peach 7"" Peach Nomwhal","Tasty Peach 7"" Peach Nomwhal","Tasty Peach 7"" Peach Nomwhal",Others,Stuffed Animals,Aurora,Aurora,92943143180,92943143180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15233,"Whimsical Dr. Seuss 12"" Grinch Armature","Whimsical Dr. Seuss 12"" Grinch Armature","Whimsical Dr. Seuss 12"" Grinch Armature","Whimsical Dr. Seuss 12"" Grinch Armature",Others,Character Plush,Aurora,Aurora,92943152335,92943152335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15261,"AStorytime Cat in the Hat 17"" Plush","AStorytime Cat in the Hat 17"" Plush","AStorytime Cat in the Hat 17"" Plush","AStorytime Cat in the Hat 17"" Plush",Others,Character Plush,Aurora,Aurora,92943152618,92943152618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15396,"Dr Seuss 38"" Jumbo Cat in the Hat Plush","Dr Seuss 38"" Jumbo Cat in the Hat Plush","Dr Seuss 38"" Jumbo Cat in the Hat Plush","Dr Seuss 38"" Jumbo Cat in the Hat Plush",Others,Character Plush,Aurora,Aurora,92943153967,92943153967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
