Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,BDCLK-02,Modeh Ani Diamond Painting Clock,Modeh Ani Diamond Painting Clock,Modeh Ani Diamond Painting Clock,Modeh Ani Diamond Painting Clock,Painting & Coloring,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524529,24144524529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BDCLK-07,Shivas Haminim Diamond Painting Clock,Shivas Haminim Diamond Painting Clock,Shivas Haminim Diamond Painting Clock,Shivas Haminim Diamond Painting Clock,Painting & Coloring,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144523904,24144523904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BDCLK-08,Cherry Blossom Diamond Painting Clock,Cherry Blossom Diamond Painting Clock,Cherry Blossom Diamond Painting Clock,Cherry Blossom Diamond Painting Clock,Painting & Coloring,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671029,783078671029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ11,Little Hands in Balls Sticker Puzzle,Little Hands in Balls Sticker Puzzle,Little Hands in Balls Sticker Puzzle,Little Hands in Balls Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524666,24144524666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ23,STICKER PUZZLE,STICKER PUZZLE,STICKER PUZZLE,STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524369,24144524369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ33,R/D Sticker Puzzle / At the lake,R/D Sticker Puzzle / At the lake,R/D Sticker Puzzle / At the lake,R/D Sticker Puzzle / At the lake,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524086,24144524086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ24,P/S Little Hands Sticker Puzzle / Sharing,P/S Little Hands Sticker Puzzle / Sharing,P/S Little Hands Sticker Puzzle / Sharing,P/S Little Hands Sticker Puzzle / Sharing,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524253,24144524253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ36,Pinny & Shimmy Planting Sticker Puzzle,Pinny & Shimmy Planting Sticker Puzzle,Pinny & Shimmy Planting Sticker Puzzle,Pinny & Shimmy Planting Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524048,24144524048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ28,PINNY SHIMMY STICKER PUZZLE,PINNY SHIMMY STICKER PUZZLE,PINNY SHIMMY STICKER PUZZLE,PINNY SHIMMY STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524222,24144524222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ19,HATZOLAH CALL STICKER PUZZLE,HATZOLAH CALL STICKER PUZZLE,HATZOLAH CALL STICKER PUZZLE,HATZOLAH CALL STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524383,24144524383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ18,CHANUKA sticker puzzle Rina Dina,CHANUKA sticker puzzle Rina Dina,CHANUKA sticker puzzle Rina Dina,CHANUKA sticker puzzle Rina Dina,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524468,24144524468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PZL04,Pinny and Shimmy 60 pc. Puzzle,Pinny and Shimmy 60 pc. Puzzle,Pinny and Shimmy 60 pc. Puzzle,Pinny and Shimmy 60 pc. Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524543,24144524543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ13,Chanukah Sticker Puzzle,Chanukah Sticker Puzzle,Chanukah Sticker Puzzle,Chanukah Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524642,24144524642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICKER PUZZLE,STICKER PUZZLE,STICKER PUZZLE,STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,700465445605,700465445605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ34,RINA & DINA HIKING STICKER PUZZLE,RINA & DINA HIKING STICKER PUZZLE,RINA & DINA HIKING STICKER PUZZLE,RINA & DINA HIKING STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524055,24144524055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ29,RINA DINA STICKER PUZZLE SUKKA,RINA DINA STICKER PUZZLE SUKKA,RINA DINA STICKER PUZZLE SUKKA,RINA DINA STICKER PUZZLE SUKKA,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524239,24144524239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ20,FISHING STICKER PUZZLE,FISHING STICKER PUZZLE,FISHING STICKER PUZZLE,FISHING STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524390,24144524390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ12,Little Hands Modeh Ani Sticker Puzzle,Little Hands Modeh Ani Sticker Puzzle,Little Hands Modeh Ani Sticker Puzzle,Little Hands Modeh Ani Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524659,24144524659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PZL05,60 pcs puzzle,60 pcs puzzle,60 pcs puzzle,60 pcs puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524031,24144524031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ22,Rina & Dina Little Hands Sticker Puzzle / Sandbox,Rina & Dina Little Hands Sticker Puzzle / Sandbox,Rina & Dina Little Hands Sticker Puzzle / Sandbox,Rina & Dina Little Hands Sticker Puzzle / Sandbox,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524376,24144524376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ14,APPLE PICKING STICKER PUZZLE,APPLE PICKING STICKER PUZZLE,APPLE PICKING STICKER PUZZLE,APPLE PICKING STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524635,24144524635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ25,PARK PUZZLE STICKER PUZZLE,PARK PUZZLE STICKER PUZZLE,PARK PUZZLE STICKER PUZZLE,PARK PUZZLE STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524277,24144524277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PUZ-UP,Upsherin Puzzle,Upsherin Puzzle,Upsherin Puzzle,Upsherin Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,608938476524,608938476524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GM-06,Geometric Sticker Puzzle R/D Playroom,Geometric Sticker Puzzle R/D Playroom,Geometric Sticker Puzzle R/D Playroom,Geometric Sticker Puzzle R/D Playroom,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670688,783078670688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GM-07,Geometric Sticker Puzzle Children in Playroom,Geometric Sticker Puzzle Children in Playroom,Geometric Sticker Puzzle Children in Playroom,Geometric Sticker Puzzle Children in Playroom,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670695,783078670695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ42,sticker puzzle,sticker puzzle,sticker puzzle,sticker puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670749,783078670749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ46,RINA&DINA STICKER PUZZLE,RINA&DINA STICKER PUZZLE,RINA&DINA STICKER PUZZLE,RINA&DINA STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670787,783078670787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ48,RINA AND DINA DANCING TO THE DRUM STICKER PUZZLE,RINA AND DINA DANCING TO THE DRUM STICKER PUZZLE,RINA AND DINA DANCING TO THE DRUM STICKER PUZZLE,RINA AND DINA DANCING TO THE DRUM STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670886,783078670886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ51,sticker puzzle,sticker puzzle,sticker puzzle,sticker puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671104,783078671104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ52,Uvos Ubonim Sticker Puzzle,Uvos Ubonim Sticker Puzzle,Uvos Ubonim Sticker Puzzle,Uvos Ubonim Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671111,783078671111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ53,Cleaning up Sticker Puzzle,Cleaning up Sticker Puzzle,Cleaning up Sticker Puzzle,Cleaning up Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671128,783078671128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ54,Sticker Puzzle P/S Little Hands Kibud Av,Sticker Puzzle P/S Little Hands Kibud Av,Sticker Puzzle P/S Little Hands Kibud Av,Sticker Puzzle P/S Little Hands Kibud Av,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671135,783078671135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ55,sticker puzzle,sticker puzzle,sticker puzzle,sticker puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671142,783078671142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ56,Sticker Puzzle R/D / Washing Dishes,Sticker Puzzle R/D / Washing Dishes,Sticker Puzzle R/D / Washing Dishes,Sticker Puzzle R/D / Washing Dishes,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671159,783078671159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ41,sticker puzzle helping,sticker puzzle helping,sticker puzzle helping,sticker puzzle helping,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670770,783078670770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ47,RINA AND DINA KIBUD AIM STICKER PUZZLE,RINA AND DINA KIBUD AIM STICKER PUZZLE,RINA AND DINA KIBUD AIM STICKER PUZZLE,RINA AND DINA KIBUD AIM STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671647,783078671647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GM-05,Geometric Sticker Puzzle Car Wash,Geometric Sticker Puzzle Car Wash,Geometric Sticker Puzzle Car Wash,Geometric Sticker Puzzle Car Wash,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670664,783078670664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ43,sticker puzzle shopping,sticker puzzle shopping,sticker puzzle shopping,sticker puzzle shopping,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670763,783078670763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ40,Sticker Puzzle P/S Mpnei Sava Tukim,Sticker Puzzle P/S Mpnei Sava Tukim,Sticker Puzzle P/S Mpnei Sava Tukim,Sticker Puzzle P/S Mpnei Sava Tukim,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670756,783078670756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ45,sticker puzzle negal vasser,sticker puzzle negal vasser,sticker puzzle negal vasser,sticker puzzle negal vasser,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670800,783078670800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ49,RINA AND DINA CLEANLINESS STICKER PUZZLE,RINA AND DINA CLEANLINESS STICKER PUZZLE,RINA AND DINA CLEANLINESS STICKER PUZZLE,RINA AND DINA CLEANLINESS STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670893,783078670893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GM-08,Geometric Sticker Puzzle on Scooter,Geometric Sticker Puzzle on Scooter,Geometric Sticker Puzzle on Scooter,Geometric Sticker Puzzle on Scooter,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670718,783078670718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ39,Sticker Puzzle Card Shana Tova,Sticker Puzzle Card Shana Tova,Sticker Puzzle Card Shana Tova,Sticker Puzzle Card Shana Tova,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670732,783078670732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ50,RINA AND DINA SHABBOS PARTY STICKER PUZZLE,RINA AND DINA SHABBOS PARTY STICKER PUZZLE,RINA AND DINA SHABBOS PARTY STICKER PUZZLE,RINA AND DINA SHABBOS PARTY STICKER PUZZLE,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670909,783078670909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ37,sticker puzzle davening,sticker puzzle davening,sticker puzzle davening,sticker puzzle davening,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670701,783078670701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WTRPZ-01,Water Art 24Pc Magnetic Puzzle,Water Art 24Pc Magnetic Puzzle,Water Art 24Pc Magnetic Puzzle,Water Art 24Pc Magnetic Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671203,783078671203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ57,STICKER PUZZLE P/S Baking,STICKER PUZZLE P/S Baking,STICKER PUZZLE P/S Baking,STICKER PUZZLE P/S Baking,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671210,783078671210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ58,Sticker Puzzle,Sticker Puzzle,Sticker Puzzle,Sticker Puzzle,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078671227,783078671227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STPZ44,pinny shimmy,pinny shimmy,pinny shimmy,pinny shimmy,Puzzles,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670794,783078670794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ERS-FC2,Rina and Dina Candy Face Erasers,Rina and Dina Candy Face Erasers,Rina and Dina Candy Face Erasers,Rina and Dina Candy Face Erasers,Erasers & Rulers,Stationary & School Supplies,Rina & Dina ,Rina & Dina ,24144524802,24144524802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ERS-02,Rina/Dina School Eraser 4 Assorted Paper,Rina/Dina School Eraser 4 Assorted Paper,Rina/Dina School Eraser 4 Assorted Paper,Rina/Dina School Eraser 4 Assorted Paper,Erasers & Rulers,Stationary & School Supplies,Rina & Dina ,Rina & Dina ,608866351696,608866351696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,601,Pinny and Shimmy Trading Cards,Pinny and Shimmy Trading Cards,Pinny and Shimmy Trading Cards,Pinny and Shimmy Trading Cards,Tranding Cards,Impulse,Rina & Dina ,Rina & Dina ,608938476418,608938476418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST007,CANDY SHOP STATIONERY SET,CANDY SHOP STATIONERY SET,CANDY SHOP STATIONERY SET,CANDY SHOP STATIONERY SET,Stationary & School Supplies,Arts & Crafts,Rina & Dina ,Rina & Dina ,24144524789,24144524789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FM-10,Menorah Foam Kit,Menorah Foam Kit,Menorah Foam Kit,Menorah Foam Kit,Judaica Crafts,Arts & Crafts,Rina & Dina ,Rina & Dina ,783078670992,783078670992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MZPEN-02,Pinny & Shimmy Maze Pen,Pinny & Shimmy Maze Pen,Pinny & Shimmy Maze Pen,Pinny & Shimmy Maze Pen,Writing Supplies,Arts & Crafts,Rina & Dina ,Rina & Dina ,608938476449,608938476449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
