Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,2444,3 PCS EMOJI PENCIL,3 PCS EMOJI PENCIL,3 PCS EMOJI PENCIL,3 PCS EMOJI PENCIL,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,7.86E+11,7.86E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLITTER COIN PURSE,GLITTER COIN PURSE,GLITTER COIN PURSE,GLITTER COIN PURSE,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,97138982827,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pin-Art,Pin-Art,Pin-Art,Pin-Art,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,97138776044,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12 BEADS,12 BEADS,12 BEADS,12 BEADS,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,97138726407,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12 BEADS,12 BEADS,12 BEADS,12 BEADS,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,97138641724,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Make Your Own Ball Kit,Make Your Own Ball Kit,Make Your Own Ball Kit,Make Your Own Ball Kit,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,97138632432,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RP-22287,Rainbow Pin Art 4.5in,Rainbow Pin Art 4.5in,Rainbow Pin Art 4.5in,Rainbow Pin Art 4.5in,Others,Craft Kits Beads & DIY,Rhode Island,Rhode Island,7.59E+11,7.59E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TY-PRISE,PRINCESS SET,PRINCESS SET,PRINCESS SET,PRINCESS SET,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138774026,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TY-BEAME,"(T) Medium Beauty Set 8.25""x14.5""","(T) Medium Beauty Set 8.25""x14.5""","(T) Medium Beauty Set 8.25""x14.5""","(T) Medium Beauty Set 8.25""x14.5""",Others,Dress-Up Sets,Rhode Island,Rhode Island,97138913272,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MERMAID PURSE,MERMAID PURSE,MERMAID PURSE,MERMAID PURSE,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138876904,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURSE,PURSE,PURSE,PURSE,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138786975,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GIRLS CROWN,GIRLS CROWN,GIRLS CROWN,GIRLS CROWN,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138674043,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAINBOW GLITTER CAP,RAINBOW GLITTER CAP,RAINBOW GLITTER CAP,RAINBOW GLITTER CAP,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138920096,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,light up princess stick,light up princess stick,light up princess stick,light up princess stick,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138788184,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CROWN,CROWN,CROWN,CROWN,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138709639,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CROWN,CROWN,CROWN,CROWN,Others,Dress-Up Sets,Rhode Island,Rhode Island,97138709646,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR-SANVA,Sand Valley Scene Scape,Sand Valley Scene Scape,Sand Valley Scene Scape,Sand Valley Scene Scape,Others,Early Learning & Development,Rhode Island,Rhode Island,97138966834,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LASER FINGER,LASER FINGER,LASER FINGER,LASER FINGER,Others,Electronic Games,Rhode Island,Rhode Island,97138785664,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-FISWA,Fish Water Game,Fish Water Game,Fish Water Game,Fish Water Game,Others,Electronic Games,Rhode Island,Rhode Island,97138674579,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GL-TIARA,TIARA BLINKING,TIARA BLINKING,TIARA BLINKING,TIARA BLINKING,Others,Electronic Games,Rhode Island,Rhode Island,97138669063,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-DTSAN,"(T) 6"" Desktop Sandbag Game","(T) 6"" Desktop Sandbag Game","(T) 6"" Desktop Sandbag Game","(T) 6"" Desktop Sandbag Game",Others,Electronic Games,Rhode Island,Rhode Island,97138969996,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-DTCOI,"4.5"" Desktop Coin Bouncing Game","4.5"" Desktop Coin Bouncing Game","4.5"" Desktop Coin Bouncing Game","4.5"" Desktop Coin Bouncing Game",Others,Electronic Games,Rhode Island,Rhode Island,97138955586,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,light up chain,light up chain,light up chain,light up chain,Others,Electronic Games,Rhode Island,Rhode Island,97138918192,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,eraser,eraser,eraser,eraser,Others,Erasers & Rulers,Rhode Island,Rhode Island,97138616999,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-METP4,Metal Wire Fidget Puzzle,Metal Wire Fidget Puzzle,Metal Wire Fidget Puzzle,Metal Wire Fidget Puzzle,Others,Fidgets,Rhode Island,Rhode Island,97138963420,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TKC-ICEPG,"T13 2.5"" ICE POP GLITTER CLIP ON (24PCS/DISPLAY)","T13 2.5"" ICE POP GLITTER CLIP ON (24PCS/DISPLAY)","T13 2.5"" ICE POP GLITTER CLIP ON (24PCS/DISPLAY)","T13 2.5"" ICE POP GLITTER CLIP ON (24PCS/DISPLAY)",Others,Fidgets,Rhode Island,Rhode Island,97138973092,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TKC-GUMSH,"T13 2"" GUMBALL MACHINE SHAKER CLIP ON (24PCS)","T13 2"" GUMBALL MACHINE SHAKER CLIP ON (24PCS)","T13 2"" GUMBALL MACHINE SHAKER CLIP ON (24PCS)","T13 2"" GUMBALL MACHINE SHAKER CLIP ON (24PCS)",Others,Fidgets,Rhode Island,Rhode Island,97138973085,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEL-HAMRU,"T13 5"" BURGER LED LIGHT","T13 5"" BURGER LED LIGHT","T13 5"" BURGER LED LIGHT","T13 5"" BURGER LED LIGHT",Others,Fidgets,Rhode Island,Rhode Island,97138923097,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SBGU3,"T13 SQUEEZY BEAD GUMBALL MACHINE 3.5"" (12PCS)","T13 SQUEEZY BEAD GUMBALL MACHINE 3.5"" (12PCS)","T13 SQUEEZY BEAD GUMBALL MACHINE 3.5"" (12PCS)","T13 SQUEEZY BEAD GUMBALL MACHINE 3.5"" (12PCS)",Others,Fidgets,Rhode Island,Rhode Island,97138970169,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SBGU2,"T13 SQUEEZY BEAD GUMBALL MACHINE CLIP ON 2""","T13 SQUEEZY BEAD GUMBALL MACHINE CLIP ON 2""","T13 SQUEEZY BEAD GUMBALL MACHINE CLIP ON 2""","T13 SQUEEZY BEAD GUMBALL MACHINE CLIP ON 2""",Others,Fidgets,Rhode Island,Rhode Island,97138969729,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SWIRLY LOOP,SWIRLY LOOP,SWIRLY LOOP,SWIRLY LOOP,Others,Fidgets,Rhode Island,Rhode Island,97138872128,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PL-DONU8,DONUT PILLOW,DONUT PILLOW,DONUT PILLOW,DONUT PILLOW,Others,Food Plush,Rhode Island,Rhode Island,97138920324,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAKE WAD OF GUM,FAKE WAD OF GUM,FAKE WAD OF GUM,FAKE WAD OF GUM,Others,Food Plush,Rhode Island,Rhode Island,97138954350,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EGG,EGG,EGG,EGG,Others,Food Plush,Rhode Island,Rhode Island,97138936073,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNAP GUM,SNAP GUM,SNAP GUM,SNAP GUM,Others,Food Plush,Rhode Island,Rhode Island,97138610591,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PUFF CIGARETTES,PUFF CIGARETTES,PUFF CIGARETTES,PUFF CIGARETTES,Others,Food Plush,Rhode Island,Rhode Island,97138908605,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DONUT WALLET,DONUT WALLET,DONUT WALLET,DONUT WALLET,Others,Food Plush,Rhode Island,Rhode Island,97138876744,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TSK-CUPPU,"T13 TS - 3.25"" DIY CUPCAKE PUTTY (12PCS/UNIT)","T13 TS - 3.25"" DIY CUPCAKE PUTTY (12PCS/UNIT)","T13 TS - 3.25"" DIY CUPCAKE PUTTY (12PCS/UNIT)","T13 TS - 3.25"" DIY CUPCAKE PUTTY (12PCS/UNIT)",Others,Food Plush,Rhode Island,Rhode Island,97138920638,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-BEICE,"T13 TS-3.5"" BEADED SQUISH ICE CREAM CONE","T13 TS-3.5"" BEADED SQUISH ICE CREAM CONE","T13 TS-3.5"" BEADED SQUISH ICE CREAM CONE","T13 TS-3.5"" BEADED SQUISH ICE CREAM CONE",Others,Food Plush,Rhode Island,Rhode Island,97138882134,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TST-CHEGM,"T13 2.5"" MARBLEIZED EGG SIDEWALK CHALK (1PCS/SET)","T13 2.5"" MARBLEIZED EGG SIDEWALK CHALK (1PCS/SET)","T13 2.5"" MARBLEIZED EGG SIDEWALK CHALK (1PCS/SET)","T13 2.5"" MARBLEIZED EGG SIDEWALK CHALK (1PCS/SET)",Others,Food Plush,Rhode Island,Rhode Island,97138950666,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TSK-SQFAS,"T13 TS - 8,25"" SQUISH FAST FOOD PENS (12PCS/UNIT)","T13 TS - 8,25"" SQUISH FAST FOOD PENS (12PCS/UNIT)","T13 TS - 8,25"" SQUISH FAST FOOD PENS (12PCS/UNIT)","T13 TS - 8,25"" SQUISH FAST FOOD PENS (12PCS/UNIT)",Others,Food Plush,Rhode Island,Rhode Island,97138914071,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TSK-SSFRU,T13 SQUISHY STRETCHY 6PC FRUIT CUP 12CT,T13 SQUISHY STRETCHY 6PC FRUIT CUP 12CT,T13 SQUISHY STRETCHY 6PC FRUIT CUP 12CT,T13 SQUISHY STRETCHY 6PC FRUIT CUP 12CT,Others,Food Plush,Rhode Island,Rhode Island,97138984586,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPA-MMBEA,"T13 MARSHMALLOW BEAR 2.75"" 12CT","T13 MARSHMALLOW BEAR 2.75"" 12CT","T13 MARSHMALLOW BEAR 2.75"" 12CT","T13 MARSHMALLOW BEAR 2.75"" 12CT",Others,Food Plush,Rhode Island,Rhode Island,97138970046,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPA-GRSCH,T13 TS - SMALL HATCH AND GROW CHICK EGG,T13 TS - SMALL HATCH AND GROW CHICK EGG,T13 TS - SMALL HATCH AND GROW CHICK EGG,T13 TS - SMALL HATCH AND GROW CHICK EGG,Others,Food Plush,Rhode Island,Rhode Island,97138950536,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSPIN,"T13 TS - SQUISH AND STRETCH PINEAPPLE 4.33""","T13 TS - SQUISH AND STRETCH PINEAPPLE 4.33""","T13 TS - SQUISH AND STRETCH PINEAPPLE 4.33""","T13 TS - SQUISH AND STRETCH PINEAPPLE 4.33""",Others,Food Plush,Rhode Island,Rhode Island,97138931719,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-CUPRU,"T13 5"" CUPCAKE LED LIGHT","T13 5"" CUPCAKE LED LIGHT","T13 5"" CUPCAKE LED LIGHT","T13 5"" CUPCAKE LED LIGHT",Others,Food Plush,Rhode Island,Rhode Island,97138923103,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSHAM,"T13 TS - 3.25"" SQUISH AND STRETCH HAMBURGER","T13 TS - 3.25"" SQUISH AND STRETCH HAMBURGER","T13 TS - 3.25"" SQUISH AND STRETCH HAMBURGER","T13 TS - 3.25"" SQUISH AND STRETCH HAMBURGER",Others,Food Plush,Rhode Island,Rhode Island,97138939968,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSHBG,"T13 3"" SQUISH AND STRETCH HAMBURGER","T13 3"" SQUISH AND STRETCH HAMBURGER","T13 3"" SQUISH AND STRETCH HAMBURGER","T13 3"" SQUISH AND STRETCH HAMBURGER",Others,Food Plush,Rhode Island,Rhode Island,97138962973,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSFRU,"SQUISH STRETCH FRUIT ASSORTMENT 2""- 4.75"" 12CT","SQUISH STRETCH FRUIT ASSORTMENT 2""- 4.75"" 12CT","SQUISH STRETCH FRUIT ASSORTMENT 2""- 4.75"" 12CT","SQUISH STRETCH FRUIT ASSORTMENT 2""- 4.75"" 12CT",Others,Food Plush,Rhode Island,Rhode Island,97138959027,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSDON,"T8.5 3"" SQUISH AND STRETCH DONUT 12CT","T8.5 3"" SQUISH AND STRETCH DONUT 12CT","T8.5 3"" SQUISH AND STRETCH DONUT 12CT","T8.5 3"" SQUISH AND STRETCH DONUT 12CT",Others,Food Plush,Rhode Island,Rhode Island,97138976161,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SSBAN,"T13 TS - STRETCH AND SQUEEZE BANANA 5.5"" 12/DISP","T13 TS - STRETCH AND SQUEEZE BANANA 5.5"" 12/DISP","T13 TS - STRETCH AND SQUEEZE BANANA 5.5"" 12/DISP","T13 TS - STRETCH AND SQUEEZE BANANA 5.5"" 12/DISP",Others,Food Plush,Rhode Island,Rhode Island,97138931733,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SQIC6,"T13 6"" SQUISH ICE CREAM 12/DISPLAY","T13 6"" SQUISH ICE CREAM 12/DISPLAY","T13 6"" SQUISH ICE CREAM 12/DISPLAY","T13 6"" SQUISH ICE CREAM 12/DISPLAY",Others,Food Plush,Rhode Island,Rhode Island,97138873149,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SQDES,"T13 TS - 3"" SQUISH DESSERT (12PCS/UNIT)","T13 TS - 3"" SQUISH DESSERT (12PCS/UNIT)","T13 TS - 3"" SQUISH DESSERT (12PCS/UNIT)","T13 TS - 3"" SQUISH DESSERT (12PCS/UNIT)",Others,Food Plush,Rhode Island,Rhode Island,97138883803,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-SGBEA,"T13 3"" SQUEEZY SUGAR BEARS (12PCS/DISPLAY)","T13 3"" SQUEEZY SUGAR BEARS (12PCS/DISPLAY)","T13 3"" SQUEEZY SUGAR BEARS (12PCS/DISPLAY)","T13 3"" SQUEEZY SUGAR BEARS (12PCS/DISPLAY)",Others,Food Plush,Rhode Island,Rhode Island,97138959867,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-PIZSA,"TS - 4.75"" PIZZA FLYING SAUCER (12PCS/UNIT)","TS - 4.75"" PIZZA FLYING SAUCER (12PCS/UNIT)","TS - 4.75"" PIZZA FLYING SAUCER (12PCS/UNIT)","TS - 4.75"" PIZZA FLYING SAUCER (12PCS/UNIT)",Others,Food Plush,Rhode Island,Rhode Island,97138945648,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-PFCAR,"10"" PUFFER CARROT (6PCS/DISP)","10"" PUFFER CARROT (6PCS/DISP)","10"" PUFFER CARROT (6PCS/DISP)","10"" PUFFER CARROT (6PCS/DISP)",Others,Food Plush,Rhode Island,Rhode Island,97138963086,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA-MMFRU,"T13 MARSHMALLOW FRUIT 2.5"" 12CT","T13 MARSHMALLOW FRUIT 2.5"" 12CT","T13 MARSHMALLOW FRUIT 2.5"" 12CT","T13 MARSHMALLOW FRUIT 2.5"" 12CT",Others,Food Plush,Rhode Island,Rhode Island,97138970077,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCA FZDON,"4"" DOUGHNUT FIZZY 12CT","4"" DOUGHNUT FIZZY 12CT","4"" DOUGHNUT FIZZY 12CT","4"" DOUGHNUT FIZZY 12CT",Others,Food Plush,Rhode Island,Rhode Island,97138969927,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEASURING TAPE,MEASURING TAPE,MEASURING TAPE,MEASURING TAPE,Others,Glue & Tape,Rhode Island,Rhode Island,97138620941,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TY-MBSET,MILK & JUICE BOTTLE,MILK & JUICE BOTTLE,MILK & JUICE BOTTLE,MILK & JUICE BOTTLE,Others,Doll Accessories,Rhode Island,Rhode Island,97138930651,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMILEY GLASSES,SMILEY GLASSES,SMILEY GLASSES,SMILEY GLASSES,Others,Impulse  ,Rhode Island,Rhode Island,97138834171,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,thunder can,thunder can,thunder can,thunder can,Others,Impulse  ,Rhode Island,Rhode Island,97138847669,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TY-MIBOX,"(T) Mini Desktop Punching Bag 5""","(T) Mini Desktop Punching Bag 5""","(T) Mini Desktop Punching Bag 5""","(T) Mini Desktop Punching Bag 5""",Others,Impulse  ,Rhode Island,Rhode Island,97138927583,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLASSES,GLASSES,GLASSES,GLASSES,Others,Impulse  ,Rhode Island,Rhode Island,97138775313,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ICE CREAM SHOOTER,ICE CREAM SHOOTER,ICE CREAM SHOOTER,ICE CREAM SHOOTER,Others,Impulse  ,Rhode Island,Rhode Island,97138616548,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIZZA TOSS,PIZZA TOSS,PIZZA TOSS,PIZZA TOSS,Others,Impulse  ,Rhode Island,Rhode Island,97138920195,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA-SQGBA,Squish Gold Bar 12ct,Squish Gold Bar 12ct,Squish Gold Bar 12ct,Squish Gold Bar 12ct,Others,Impulse  ,Rhode Island,Rhode Island,97138974969,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FR-SANTW,"(T) 3.5"" 2-Minute Sand Timer","(T) 3.5"" 2-Minute Sand Timer","(T) 3.5"" 2-Minute Sand Timer","(T) 3.5"" 2-Minute Sand Timer",Others,Impulse,Rhode Island,Rhode Island,97138690487,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BA-SQST4,SQUISH STRETCH BALL,SQUISH STRETCH BALL,SQUISH STRETCH BALL,SQUISH STRETCH BALL,Others,Impulse,Rhode Island,Rhode Island,97138912121,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STRETCH AND SHAPE PUTTY,STRETCH AND SHAPE PUTTY,STRETCH AND SHAPE PUTTY,STRETCH AND SHAPE PUTTY,Others,Impulse,Rhode Island,Rhode Island,97138897312,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA-SQDO3,SQUISHY DONUT,SQUISHY DONUT,SQUISHY DONUT,SQUISHY DONUT,Others,Impulse,Rhode Island,Rhode Island,97138886521,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGH BOUNCE BALL,HIGH BOUNCE BALL,HIGH BOUNCE BALL,HIGH BOUNCE BALL,Others,Impulse,Rhode Island,Rhode Island,97138884510,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,rainbow coil spring,rainbow coil spring,rainbow coil spring,rainbow coil spring,Others,Impulse,Rhode Island,Rhode Island,97138735799,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-PICWO,"6"" WOODEN PICK UP STICKS","6"" WOODEN PICK UP STICKS","6"" WOODEN PICK UP STICKS","6"" WOODEN PICK UP STICKS",Others,Impulse,Rhode Island,Rhode Island,97138675705,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KNEE SOCKS,KNEE SOCKS,KNEE SOCKS,KNEE SOCKS,Others,Impulse,Rhode Island,Rhode Island,97138921291,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PG8 BALL,PG8 BALL,PG8 BALL,PG8 BALL,Others,Impulse,Rhode Island,Rhode Island,97138758088,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RING,RING,RING,RING,Others,Impulse,Rhode Island,Rhode Island,97138849205,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA-MANCA,Mancala,Mancala,Mancala,Mancala,Others,Impulse,Rhode Island,Rhode Island,97138894014,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SQUIRT RING,SQUIRT RING,SQUIRT RING,SQUIRT RING,Others,Impulse,Rhode Island,Rhode Island,97138954268,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WATER BOTTLE,WATER BOTTLE,WATER BOTTLE,WATER BOTTLE,Others,Impulse,Rhode Island,Rhode Island,97138707499,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STOP PLUSH,STOP PLUSH,STOP PLUSH,STOP PLUSH,Others,Impulse,Rhode Island,Rhode Island,97138304773,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,love your teeth,love your teeth,love your teeth,love your teeth,Others,Impulse,Rhode Island,Rhode Island,97138713131,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLACKER,CLACKER,CLACKER,CLACKER,Others,Impulse,Rhode Island,Rhode Island,97138611666,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,bunny chick wind ups,bunny chick wind ups,bunny chick wind ups,bunny chick wind ups,Others,Impulse,Rhode Island,Rhode Island,97138915795,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chattering Teeth,Chattering Teeth,Chattering Teeth,Chattering Teeth,Others,Impulse,Rhode Island,Rhode Island,97138610447,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEVERED EAR,SEVERED EAR,SEVERED EAR,SEVERED EAR,Others,Impulse,Rhode Island,Rhode Island,97138954466,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MARBLES,MARBLES,MARBLES,MARBLES,Others,Impulse,Rhode Island,Rhode Island,97138940797,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HANDCUFF,HANDCUFF,HANDCUFF,HANDCUFF,Others,Impulse,Rhode Island,Rhode Island,97138931580,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METAL HANDCUFFS,METAL HANDCUFFS,METAL HANDCUFFS,METAL HANDCUFFS,Others,Impulse,Rhode Island,Rhode Island,97138931191,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GUN,GUN,GUN,GUN,Others,Impulse,Rhode Island,Rhode Island,97138801258,9.71E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
